time,PT_Cal.GSE_Low.cal_status
2026-03-06 21:17:26.358748,1
2026-03-06 21:17:26.358941,1
2026-03-06 21:17:26.358976,0
2026-03-06 21:17:26.359129,1
2026-03-06 21:17:26.359247,1
2026-03-06 21:17:26.35937,1
2026-03-06 21:17:26.467497,1
2026-03-06 21:17:26.467614,1
2026-03-06 21:17:26.467681,1
2026-03-06 21:17:26.467744,1
2026-03-06 21:17:26.467806,1
2026-03-06 21:17:26.46787,1
2026-03-06 21:17:26.467933,1
2026-03-06 21:17:26.467953,0
2026-03-06 21:17:26.467994,1
2026-03-06 21:17:26.468074,1
2026-03-06 21:17:26.577169,1
2026-03-06 21:17:26.577591,0
2026-03-06 21:17:26.577635,1
2026-03-06 21:17:26.578048,1
2026-03-06 21:17:26.578579,1
2026-03-06 21:17:26.579184,1
2026-03-06 21:17:26.579904,1
2026-03-06 21:17:26.580742,1
2026-03-06 21:17:26.581013,1
2026-03-06 21:17:26.686402,1
2026-03-06 21:17:26.686644,1
2026-03-06 21:17:26.686909,1
2026-03-06 21:17:26.687111,0
2026-03-06 21:17:26.687187,1
2026-03-06 21:17:26.687476,1
2026-03-06 21:17:26.794899,1
2026-03-06 21:17:26.795065,1
2026-03-06 21:17:26.795497,0
2026-03-06 21:17:26.795806,1
2026-03-06 21:17:26.7961,1
2026-03-06 21:17:26.796408,1
2026-03-06 21:17:26.796677,1
2026-03-06 21:17:26.796989,1
2026-03-06 21:17:26.903888,1
2026-03-06 21:17:26.904126,1
2026-03-06 21:17:26.904449,1
2026-03-06 21:17:26.904693,1
2026-03-06 21:17:26.904546,0
2026-03-06 21:17:26.904956,1
2026-03-06 21:17:27.012865,1
2026-03-06 21:17:27.012962,1
2026-03-06 21:17:27.013023,1
2026-03-06 21:17:27.013401,0
2026-03-06 21:17:27.121408,1
2026-03-06 21:17:27.121651,1
2026-03-06 21:17:27.121846,1
2026-03-06 21:17:27.124388,0
2026-03-06 21:17:27.230815,1
2026-03-06 21:17:27.231044,1
2026-03-06 21:17:27.231287,1
2026-03-06 21:17:27.231757,0
2026-03-06 21:17:27.339835,1
2026-03-06 21:17:27.339967,1
2026-03-06 21:17:27.340097,1
2026-03-06 21:17:27.34025,1
2026-03-06 21:17:27.340378,1
2026-03-06 21:17:27.340394,0
2026-03-06 21:17:27.448244,1
2026-03-06 21:17:27.448358,1
2026-03-06 21:17:27.448479,1
2026-03-06 21:17:27.448594,1
2026-03-06 21:17:27.448694,0
2026-03-06 21:17:27.557852,1
2026-03-06 21:17:27.557968,1
2026-03-06 21:17:27.558081,1
2026-03-06 21:17:27.558211,1
2026-03-06 21:17:27.558333,1
2026-03-06 21:17:27.558383,0
2026-03-06 21:17:27.55845,1
2026-03-06 21:17:27.5586,1
2026-03-06 21:17:27.666863,1
2026-03-06 21:17:27.66732,0
2026-03-06 21:17:27.667651,1
2026-03-06 21:17:27.66789,1
2026-03-06 21:17:27.776003,1
2026-03-06 21:17:27.776454,0
2026-03-06 21:17:27.776492,1
2026-03-06 21:17:27.776835,1
2026-03-06 21:17:27.77729,1
2026-03-06 21:17:27.777706,1
2026-03-06 21:17:27.778135,1
2026-03-06 21:17:27.778712,1
2026-03-06 21:17:27.884571,1
2026-03-06 21:17:27.884785,1
2026-03-06 21:17:27.885,1
2026-03-06 21:17:27.885278,1
2026-03-06 21:17:27.885607,0
2026-03-06 21:17:27.994121,1
2026-03-06 21:17:27.994352,1
2026-03-06 21:17:27.994552,1
2026-03-06 21:17:27.994772,1
2026-03-06 21:17:27.994988,1
2026-03-06 21:17:27.995803,0
2026-03-06 21:17:28.102545,1
2026-03-06 21:17:28.10279,1
2026-03-06 21:17:28.103003,1
2026-03-06 21:17:28.103056,0
2026-03-06 21:17:28.103267,1
2026-03-06 21:17:28.103504,1
2026-03-06 21:17:28.211874,1
2026-03-06 21:17:28.212082,1
2026-03-06 21:17:28.212291,1
2026-03-06 21:17:28.212436,0
2026-03-06 21:17:28.212498,1
2026-03-06 21:17:28.212704,1
2026-03-06 21:17:28.212938,1
2026-03-06 21:17:28.320602,1
2026-03-06 21:17:28.320852,1
2026-03-06 21:17:28.320979,1
2026-03-06 21:17:28.321555,0
2026-03-06 21:17:28.429809,1
2026-03-06 21:17:28.429983,1
2026-03-06 21:17:28.430162,1
2026-03-06 21:17:28.430359,1
2026-03-06 21:17:28.43041,0
2026-03-06 21:17:28.539288,1
2026-03-06 21:17:28.539738,1
2026-03-06 21:17:28.540037,1
2026-03-06 21:17:28.540185,0
2026-03-06 21:17:28.540523,1
2026-03-06 21:17:28.541027,1
2026-03-06 21:17:28.648051,1
2026-03-06 21:17:28.648232,1
2026-03-06 21:17:28.648389,1
2026-03-06 21:17:28.648542,1
2026-03-06 21:17:28.648701,1
2026-03-06 21:17:28.648993,0
2026-03-06 21:17:28.756348,1
2026-03-06 21:17:28.75643,1
2026-03-06 21:17:28.756508,1
2026-03-06 21:17:28.756588,1
2026-03-06 21:17:28.756939,0
2026-03-06 21:17:28.866339,1
2026-03-06 21:17:28.866568,1
2026-03-06 21:17:28.866794,1
2026-03-06 21:17:28.866804,0
2026-03-06 21:17:28.867033,1
2026-03-06 21:17:28.867301,1
2026-03-06 21:17:28.97511,1
2026-03-06 21:17:28.975357,1
2026-03-06 21:17:28.975596,1
2026-03-06 21:17:28.975809,0
2026-03-06 21:17:28.975851,1
2026-03-06 21:17:28.976097,1
2026-03-06 21:17:28.976369,1
2026-03-06 21:17:29.083883,1
2026-03-06 21:17:29.083991,1
2026-03-06 21:17:29.084096,1
2026-03-06 21:17:29.084235,1
2026-03-06 21:17:29.084363,1
2026-03-06 21:17:29.084462,0
2026-03-06 21:17:29.084503,1
2026-03-06 21:17:29.192921,1
2026-03-06 21:17:29.193239,1
2026-03-06 21:17:29.193457,0
2026-03-06 21:17:29.193562,1
2026-03-06 21:17:29.193981,1
2026-03-06 21:17:29.194435,1
2026-03-06 21:17:29.195058,1
2026-03-06 21:17:29.195613,1
2026-03-06 21:17:29.301625,1
2026-03-06 21:17:29.301716,1
2026-03-06 21:17:29.301847,1
2026-03-06 21:17:29.301969,0
2026-03-06 21:17:29.30208,1
2026-03-06 21:17:29.410862,1
2026-03-06 21:17:29.41102,1
2026-03-06 21:17:29.411469,1
2026-03-06 21:17:29.411577,0
2026-03-06 21:17:29.411718,1
2026-03-06 21:17:29.519803,1
2026-03-06 21:17:29.520051,1
2026-03-06 21:17:29.520302,1
2026-03-06 21:17:29.522675,0
2026-03-06 21:17:29.628894,1
2026-03-06 21:17:29.629461,1
2026-03-06 21:17:29.629736,1
2026-03-06 21:17:29.629999,1
2026-03-06 21:17:29.630287,1
2026-03-06 21:17:29.63112,0
2026-03-06 21:17:29.737805,1
2026-03-06 21:17:29.737957,1
2026-03-06 21:17:29.738138,1
2026-03-06 21:17:29.738219,0
2026-03-06 21:17:29.738307,1
2026-03-06 21:17:29.738503,1
2026-03-06 21:17:29.73893,1
2026-03-06 21:17:29.846759,1
2026-03-06 21:17:29.846956,1
2026-03-06 21:17:29.847145,1
2026-03-06 21:17:29.847366,1
2026-03-06 21:17:29.847596,1
2026-03-06 21:17:29.847844,1
2026-03-06 21:17:29.847863,0
2026-03-06 21:17:29.955419,1
2026-03-06 21:17:29.955489,1
2026-03-06 21:17:29.955503,0
2026-03-06 21:17:29.955758,1
2026-03-06 21:17:29.956178,1
2026-03-06 21:17:29.956428,1
2026-03-06 21:17:29.956469,1
2026-03-06 21:17:29.956739,1
2026-03-06 21:17:30.064945,1
2026-03-06 21:17:30.065053,1
2026-03-06 21:17:30.065275,1
2026-03-06 21:17:30.065413,0
2026-03-06 21:17:30.065508,1
2026-03-06 21:17:30.065743,1
2026-03-06 21:17:30.066021,1
2026-03-06 21:17:30.173828,1
2026-03-06 21:17:30.174167,1
2026-03-06 21:17:30.174552,1
2026-03-06 21:17:30.174614,0
2026-03-06 21:17:30.175783,1
2026-03-06 21:17:30.17684,1
2026-03-06 21:17:30.28256,1
2026-03-06 21:17:30.282689,1
2026-03-06 21:17:30.282954,1
2026-03-06 21:17:30.283399,0
2026-03-06 21:17:30.283474,1
2026-03-06 21:17:30.284571,1
2026-03-06 21:17:30.391581,1
2026-03-06 21:17:30.391773,1
2026-03-06 21:17:30.391963,1
2026-03-06 21:17:30.392177,1
2026-03-06 21:17:30.392463,1
2026-03-06 21:17:30.392568,0
2026-03-06 21:17:30.502923,1
2026-03-06 21:17:30.503174,1
2026-03-06 21:17:30.503185,0
2026-03-06 21:17:30.503439,1
2026-03-06 21:17:30.503689,1
2026-03-06 21:17:30.503937,1
2026-03-06 21:17:30.504181,1
2026-03-06 21:17:30.609651,1
2026-03-06 21:17:30.609961,1
2026-03-06 21:17:30.610336,1
2026-03-06 21:17:30.610704,0
2026-03-06 21:17:30.610771,1
2026-03-06 21:17:30.718705,1
2026-03-06 21:17:30.71894,1
2026-03-06 21:17:30.719229,1
2026-03-06 21:17:30.719234,0
2026-03-06 21:17:30.719516,1
2026-03-06 21:17:30.719938,1
2026-03-06 21:17:30.828007,1
2026-03-06 21:17:30.828236,1
2026-03-06 21:17:30.828499,1
2026-03-06 21:17:30.828576,0
2026-03-06 21:17:30.828749,1
2026-03-06 21:17:30.936396,1
2026-03-06 21:17:30.936573,1
2026-03-06 21:17:30.936746,1
2026-03-06 21:17:30.936918,1
2026-03-06 21:17:30.937126,1
2026-03-06 21:17:30.938987,0
2026-03-06 21:17:31.045459,1
2026-03-06 21:17:31.045579,1
2026-03-06 21:17:31.045681,1
2026-03-06 21:17:31.045831,0
2026-03-06 21:17:31.045864,1
2026-03-06 21:17:31.046038,1
2026-03-06 21:17:31.154831,1
2026-03-06 21:17:31.155012,1
2026-03-06 21:17:31.155169,1
2026-03-06 21:17:31.155412,1
2026-03-06 21:17:31.155468,0
2026-03-06 21:17:31.263762,1
2026-03-06 21:17:31.264009,1
2026-03-06 21:17:31.264287,1
2026-03-06 21:17:31.264507,1
2026-03-06 21:17:31.264758,1
2026-03-06 21:17:31.265004,1
2026-03-06 21:17:31.265139,0
2026-03-06 21:17:31.373119,1
2026-03-06 21:17:31.373269,1
2026-03-06 21:17:31.373546,1
2026-03-06 21:17:31.37379,1
2026-03-06 21:17:31.373929,1
2026-03-06 21:17:31.37418,1
2026-03-06 21:17:31.374542,0
2026-03-06 21:17:31.482117,1
2026-03-06 21:17:31.482353,1
2026-03-06 21:17:31.482598,1
2026-03-06 21:17:31.482842,1
2026-03-06 21:17:31.483051,0
2026-03-06 21:17:31.483098,1
2026-03-06 21:17:31.483405,1
2026-03-06 21:17:31.591423,1
2026-03-06 21:17:31.591652,1
2026-03-06 21:17:31.591933,1
2026-03-06 21:17:31.592236,1
2026-03-06 21:17:31.592535,1
2026-03-06 21:17:31.592836,1
2026-03-06 21:17:31.593095,0
2026-03-06 21:17:31.700184,1
2026-03-06 21:17:31.700665,0
2026-03-06 21:17:31.700689,1
2026-03-06 21:17:31.701238,1
2026-03-06 21:17:31.701871,1
2026-03-06 21:17:31.702551,1
2026-03-06 21:17:31.809202,1
2026-03-06 21:17:31.80995,1
2026-03-06 21:17:31.810147,0
2026-03-06 21:17:31.810575,1
2026-03-06 21:17:31.811875,1
2026-03-06 21:17:31.812397,1
2026-03-06 21:17:31.813091,1
2026-03-06 21:17:31.813712,1
2026-03-06 21:17:31.917289,1
2026-03-06 21:17:31.917447,1
2026-03-06 21:17:31.917654,0
2026-03-06 21:17:31.917815,1
2026-03-06 21:17:31.918107,1
2026-03-06 21:17:31.918427,1
2026-03-06 21:17:32.026891,1
2026-03-06 21:17:32.026992,1
2026-03-06 21:17:32.02709,1
2026-03-06 21:17:32.02725,1
2026-03-06 21:17:32.027501,1
2026-03-06 21:17:32.027761,1
2026-03-06 21:17:32.027877,0
2026-03-06 21:17:32.136311,1
2026-03-06 21:17:32.136905,1
2026-03-06 21:17:32.137192,0
2026-03-06 21:17:32.137404,1
2026-03-06 21:17:32.137951,1
2026-03-06 21:17:32.138639,1
2026-03-06 21:17:32.139195,1
2026-03-06 21:17:32.139889,1
2026-03-06 21:17:32.244423,1
2026-03-06 21:17:32.244578,1
2026-03-06 21:17:32.244706,1
2026-03-06 21:17:32.245054,1
2026-03-06 21:17:32.245379,0
2026-03-06 21:17:32.245673,1
2026-03-06 21:17:32.353625,1
2026-03-06 21:17:32.353756,1
2026-03-06 21:17:32.353893,1
2026-03-06 21:17:32.354168,0
2026-03-06 21:17:32.354192,1
2026-03-06 21:17:32.462757,1
2026-03-06 21:17:32.462914,1
2026-03-06 21:17:32.463065,1
2026-03-06 21:17:32.463247,1
2026-03-06 21:17:32.463319,0
2026-03-06 21:17:32.463442,1
2026-03-06 21:17:32.463592,1
2026-03-06 21:17:32.571637,1
2026-03-06 21:17:32.571906,1
2026-03-06 21:17:32.572045,0
2026-03-06 21:17:32.572397,1
2026-03-06 21:17:32.57265,1
2026-03-06 21:17:32.572893,1
2026-03-06 21:17:32.68089,1
2026-03-06 21:17:32.681124,1
2026-03-06 21:17:32.681219,0
2026-03-06 21:17:32.681282,1
2026-03-06 21:17:32.681788,1
2026-03-06 21:17:32.789954,1
2026-03-06 21:17:32.790144,1
2026-03-06 21:17:32.790442,1
2026-03-06 21:17:32.79064,0
2026-03-06 21:17:32.790659,1
2026-03-06 21:17:32.791064,1
2026-03-06 21:17:32.898899,1
2026-03-06 21:17:32.899047,1
2026-03-06 21:17:32.899327,1
2026-03-06 21:17:32.899699,1
2026-03-06 21:17:32.899898,1
2026-03-06 21:17:32.900289,1
2026-03-06 21:17:32.900297,0
2026-03-06 21:17:33.009305,1
2026-03-06 21:17:33.009862,1
2026-03-06 21:17:33.010932,1
2026-03-06 21:17:33.011125,0
2026-03-06 21:17:33.011459,1
2026-03-06 21:17:33.012058,1
2026-03-06 21:17:33.01249,1
2026-03-06 21:17:33.116823,1
2026-03-06 21:17:33.11701,1
2026-03-06 21:17:33.117221,1
2026-03-06 21:17:33.117298,0
2026-03-06 21:17:33.117412,1
2026-03-06 21:17:33.117604,1
2026-03-06 21:17:33.225815,1
2026-03-06 21:17:33.226045,1
2026-03-06 21:17:33.226273,1
2026-03-06 21:17:33.226426,0
2026-03-06 21:17:33.226508,1
2026-03-06 21:17:33.226766,1
2026-03-06 21:17:33.334851,1
2026-03-06 21:17:33.335052,1
2026-03-06 21:17:33.335375,1
2026-03-06 21:17:33.335474,0
2026-03-06 21:17:33.335736,1
2026-03-06 21:17:33.33611,1
2026-03-06 21:17:33.33645,1
2026-03-06 21:17:33.337035,1
2026-03-06 21:17:33.44381,1
2026-03-06 21:17:33.443959,1
2026-03-06 21:17:33.444127,1
2026-03-06 21:17:33.444322,1
2026-03-06 21:17:33.444491,1
2026-03-06 21:17:33.444536,1
2026-03-06 21:17:33.444772,0
2026-03-06 21:17:33.552617,1
2026-03-06 21:17:33.552803,1
2026-03-06 21:17:33.553001,1
2026-03-06 21:17:33.553192,0
2026-03-06 21:17:33.553205,1
2026-03-06 21:17:33.553398,1
2026-03-06 21:17:33.661785,1
2026-03-06 21:17:33.661909,1
2026-03-06 21:17:33.662031,1
2026-03-06 21:17:33.662147,1
2026-03-06 21:17:33.662265,0
2026-03-06 21:17:33.662278,1
2026-03-06 21:17:33.662408,1
2026-03-06 21:17:33.662546,1
2026-03-06 21:17:33.770446,1
2026-03-06 21:17:33.770568,1
2026-03-06 21:17:33.77068,1
2026-03-06 21:17:33.770802,1
2026-03-06 21:17:33.770841,0
2026-03-06 21:17:33.77091,1
2026-03-06 21:17:33.771068,1
2026-03-06 21:17:33.880124,1
2026-03-06 21:17:33.880261,1
2026-03-06 21:17:33.880425,1
2026-03-06 21:17:33.880612,1
2026-03-06 21:17:33.880828,0
2026-03-06 21:17:33.988656,1
2026-03-06 21:17:33.988836,1
2026-03-06 21:17:33.988963,1
2026-03-06 21:17:33.989094,1
2026-03-06 21:17:33.989276,1
2026-03-06 21:17:33.989518,1
2026-03-06 21:17:33.992168,0
2026-03-06 21:17:34.098,1
2026-03-06 21:17:34.098276,1
2026-03-06 21:17:34.098463,0
2026-03-06 21:17:34.098778,1
2026-03-06 21:17:34.099964,1
2026-03-06 21:17:34.100364,1
2026-03-06 21:17:34.207152,1
2026-03-06 21:17:34.207799,1
2026-03-06 21:17:34.208294,1
2026-03-06 21:17:34.208497,1
2026-03-06 21:17:34.208775,0
2026-03-06 21:17:34.208861,1
2026-03-06 21:17:34.315606,1
2026-03-06 21:17:34.315846,1
2026-03-06 21:17:34.316079,1
2026-03-06 21:17:34.316081,0
2026-03-06 21:17:34.425045,1
2026-03-06 21:17:34.425287,1
2026-03-06 21:17:34.425509,1
2026-03-06 21:17:34.425638,0
2026-03-06 21:17:34.425724,1
2026-03-06 21:17:34.533792,1
2026-03-06 21:17:34.533905,1
2026-03-06 21:17:34.534049,1
2026-03-06 21:17:34.534108,0
2026-03-06 21:17:34.534192,1
2026-03-06 21:17:34.534329,1
2026-03-06 21:17:34.534475,1
2026-03-06 21:17:34.642984,1
2026-03-06 21:17:34.643083,1
2026-03-06 21:17:34.643185,1
2026-03-06 21:17:34.643279,0
2026-03-06 21:17:34.643297,1
2026-03-06 21:17:34.64341,1
2026-03-06 21:17:34.643581,1
2026-03-06 21:17:34.754866,1
2026-03-06 21:17:34.755324,1
2026-03-06 21:17:34.755594,1
2026-03-06 21:17:34.755862,1
2026-03-06 21:17:34.75612,1
2026-03-06 21:17:34.756409,1
2026-03-06 21:17:34.756891,0
2026-03-06 21:17:34.860944,1
2026-03-06 21:17:34.861183,1
2026-03-06 21:17:34.861448,1
2026-03-06 21:17:34.861471,0
2026-03-06 21:17:34.861911,1
2026-03-06 21:17:34.862301,1
2026-03-06 21:17:34.96979,1
2026-03-06 21:17:34.970725,1
2026-03-06 21:17:34.970814,0
2026-03-06 21:17:34.971367,1
2026-03-06 21:17:34.971844,1
2026-03-06 21:17:34.972451,1
2026-03-06 21:17:35.07876,1
2026-03-06 21:17:35.078843,1
2026-03-06 21:17:35.078944,1
2026-03-06 21:17:35.079058,1
2026-03-06 21:17:35.079153,1
2026-03-06 21:17:35.07926,1
2026-03-06 21:17:35.079307,0
2026-03-06 21:17:35.079368,1
2026-03-06 21:17:35.187807,1
2026-03-06 21:17:35.188488,1
2026-03-06 21:17:35.1886,0
2026-03-06 21:17:35.188799,1
2026-03-06 21:17:35.189141,1
2026-03-06 21:17:35.189697,1
2026-03-06 21:17:35.190221,1
2026-03-06 21:17:35.190878,1
2026-03-06 21:17:35.191553,1
2026-03-06 21:17:35.296425,1
2026-03-06 21:17:35.296598,1
2026-03-06 21:17:35.296755,1
2026-03-06 21:17:35.29687,0
2026-03-06 21:17:35.296934,1
2026-03-06 21:17:35.297149,1
2026-03-06 21:17:35.29745,1
2026-03-06 21:17:35.2977,1
2026-03-06 21:17:35.405883,1
2026-03-06 21:17:35.405961,1
2026-03-06 21:17:35.406023,1
2026-03-06 21:17:35.406138,1
2026-03-06 21:17:35.406342,1
2026-03-06 21:17:35.406376,0
2026-03-06 21:17:35.514929,1
2026-03-06 21:17:35.515103,1
2026-03-06 21:17:35.515457,1
2026-03-06 21:17:35.515781,1
2026-03-06 21:17:35.515807,0
2026-03-06 21:17:35.516039,1
2026-03-06 21:17:35.516447,1
2026-03-06 21:17:35.516635,1
2026-03-06 21:17:35.517081,1
2026-03-06 21:17:35.624082,1
2026-03-06 21:17:35.624361,1
2026-03-06 21:17:35.624633,1
2026-03-06 21:17:35.624634,0
2026-03-06 21:17:35.625022,1
2026-03-06 21:17:35.62537,1
2026-03-06 21:17:35.625703,1
2026-03-06 21:17:35.732954,1
2026-03-06 21:17:35.733075,1
2026-03-06 21:17:35.733217,1
2026-03-06 21:17:35.733249,0
2026-03-06 21:17:35.733373,1
2026-03-06 21:17:35.733611,1
2026-03-06 21:17:35.733911,1
2026-03-06 21:17:35.841798,1
2026-03-06 21:17:35.841969,1
2026-03-06 21:17:35.84208,0
2026-03-06 21:17:35.842199,1
2026-03-06 21:17:35.842398,1
2026-03-06 21:17:35.842614,1
2026-03-06 21:17:35.842821,1
2026-03-06 21:17:35.951012,1
2026-03-06 21:17:35.951205,1
2026-03-06 21:17:35.951432,0
2026-03-06 21:17:35.951496,1
2026-03-06 21:17:35.951902,1
2026-03-06 21:17:36.06015,1
2026-03-06 21:17:36.060855,1
2026-03-06 21:17:36.061275,1
2026-03-06 21:17:36.061376,0
2026-03-06 21:17:36.062111,1
2026-03-06 21:17:36.062699,1
2026-03-06 21:17:36.063292,1
2026-03-06 21:17:36.064366,1
2026-03-06 21:17:36.16858,1
2026-03-06 21:17:36.169222,0
2026-03-06 21:17:36.169457,1
2026-03-06 21:17:36.17168,1
2026-03-06 21:17:36.17217,1
2026-03-06 21:17:36.172718,1
2026-03-06 21:17:36.173212,1
2026-03-06 21:17:36.173836,1
2026-03-06 21:17:36.174462,1
2026-03-06 21:17:36.277864,1
2026-03-06 21:17:36.278144,1
2026-03-06 21:17:36.278247,0
2026-03-06 21:17:36.278531,1
2026-03-06 21:17:36.278677,1
2026-03-06 21:17:36.386751,1
2026-03-06 21:17:36.38687,1
2026-03-06 21:17:36.386999,1
2026-03-06 21:17:36.387128,1
2026-03-06 21:17:36.38722,0
2026-03-06 21:17:36.38727,1
2026-03-06 21:17:36.387441,1
2026-03-06 21:17:36.496121,1
2026-03-06 21:17:36.496386,1
2026-03-06 21:17:36.496544,0
2026-03-06 21:17:36.496624,1
2026-03-06 21:17:36.496888,1
2026-03-06 21:17:36.497149,1
2026-03-06 21:17:36.605004,1
2026-03-06 21:17:36.605254,1
2026-03-06 21:17:36.60548,1
2026-03-06 21:17:36.605485,0
2026-03-06 21:17:36.605718,1
2026-03-06 21:17:36.605973,1
2026-03-06 21:17:36.713667,1
2026-03-06 21:17:36.713842,1
2026-03-06 21:17:36.714013,1
2026-03-06 21:17:36.714126,0
2026-03-06 21:17:36.714228,1
2026-03-06 21:17:36.714502,1
2026-03-06 21:17:36.822683,1
2026-03-06 21:17:36.82282,1
2026-03-06 21:17:36.822914,1
2026-03-06 21:17:36.823026,0
2026-03-06 21:17:36.823038,1
2026-03-06 21:17:36.823171,1
2026-03-06 21:17:36.931623,1
2026-03-06 21:17:36.931796,1
2026-03-06 21:17:36.931982,1
2026-03-06 21:17:36.932169,0
2026-03-06 21:17:36.932196,1
2026-03-06 21:17:36.932418,1
2026-03-06 21:17:37.0407,1
2026-03-06 21:17:37.040872,1
2026-03-06 21:17:37.041033,1
2026-03-06 21:17:37.041196,1
2026-03-06 21:17:37.041249,0
2026-03-06 21:17:37.041363,1
2026-03-06 21:17:37.041546,1
2026-03-06 21:17:37.150927,1
2026-03-06 21:17:37.15115,1
2026-03-06 21:17:37.151414,1
2026-03-06 21:17:37.151642,1
2026-03-06 21:17:37.151897,1
2026-03-06 21:17:37.152822,0
2026-03-06 21:17:37.259034,1
2026-03-06 21:17:37.259432,1
2026-03-06 21:17:37.259776,1
2026-03-06 21:17:37.260131,1
2026-03-06 21:17:37.260515,1
2026-03-06 21:17:37.2607,0
2026-03-06 21:17:37.368005,1
2026-03-06 21:17:37.368271,1
2026-03-06 21:17:37.368542,1
2026-03-06 21:17:37.368938,1
2026-03-06 21:17:37.369565,0
2026-03-06 21:17:37.476953,1
2026-03-06 21:17:37.477091,1
2026-03-06 21:17:37.477267,1
2026-03-06 21:17:37.477424,1
2026-03-06 21:17:37.477593,1
2026-03-06 21:17:37.477622,0
2026-03-06 21:17:37.585977,1
2026-03-06 21:17:37.586115,1
2026-03-06 21:17:37.586272,1
2026-03-06 21:17:37.586428,1
2026-03-06 21:17:37.586437,0
2026-03-06 21:17:37.586614,1
2026-03-06 21:17:37.586837,1
2026-03-06 21:17:37.694584,1
2026-03-06 21:17:37.694739,1
2026-03-06 21:17:37.694818,1
2026-03-06 21:17:37.694859,0
2026-03-06 21:17:37.694909,1
2026-03-06 21:17:37.695003,1
2026-03-06 21:17:37.695129,1
2026-03-06 21:17:37.804027,1
2026-03-06 21:17:37.804324,1
2026-03-06 21:17:37.804747,0
2026-03-06 21:17:37.80479,1
2026-03-06 21:17:37.80529,1
2026-03-06 21:17:37.805677,1
2026-03-06 21:17:37.806365,1
2026-03-06 21:17:37.806585,1
2026-03-06 21:17:37.912871,1
2026-03-06 21:17:37.913041,1
2026-03-06 21:17:37.913247,1
2026-03-06 21:17:37.913326,0
2026-03-06 21:17:37.913449,1
2026-03-06 21:17:37.913727,1
2026-03-06 21:17:37.91406,1
2026-03-06 21:17:38.021835,1
2026-03-06 21:17:38.022173,1
2026-03-06 21:17:38.022436,1
2026-03-06 21:17:38.022754,0
2026-03-06 21:17:38.130757,1
2026-03-06 21:17:38.130949,1
2026-03-06 21:17:38.131135,1
2026-03-06 21:17:38.131328,1
2026-03-06 21:17:38.131344,0
2026-03-06 21:17:38.131519,1
2026-03-06 21:17:38.131735,1
2026-03-06 21:17:38.23945,1
2026-03-06 21:17:38.239589,1
2026-03-06 21:17:38.239678,1
2026-03-06 21:17:38.239741,0
2026-03-06 21:17:38.240297,1
2026-03-06 21:17:38.349201,1
2026-03-06 21:17:38.349338,1
2026-03-06 21:17:38.349416,0
2026-03-06 21:17:38.349482,1
2026-03-06 21:17:38.349637,1
2026-03-06 21:17:38.349798,1
2026-03-06 21:17:38.350004,1
2026-03-06 21:17:38.350239,1
2026-03-06 21:17:38.457871,1
2026-03-06 21:17:38.458357,1
2026-03-06 21:17:38.458392,0
2026-03-06 21:17:38.458922,1
2026-03-06 21:17:38.459331,1
2026-03-06 21:17:38.459751,1
2026-03-06 21:17:38.46027,1
2026-03-06 21:17:38.567008,1
2026-03-06 21:17:38.567166,1
2026-03-06 21:17:38.567369,1
2026-03-06 21:17:38.567476,0
2026-03-06 21:17:38.567553,1
2026-03-06 21:17:38.567751,1
2026-03-06 21:17:38.567939,1
2026-03-06 21:17:38.676035,1
2026-03-06 21:17:38.676183,1
2026-03-06 21:17:38.676388,1
2026-03-06 21:17:38.676498,1
2026-03-06 21:17:38.676769,0
2026-03-06 21:17:38.784529,1
2026-03-06 21:17:38.78474,1
2026-03-06 21:17:38.78493,1
2026-03-06 21:17:38.78499,0
2026-03-06 21:17:38.785118,1
2026-03-06 21:17:38.785341,1
2026-03-06 21:17:38.893973,1
2026-03-06 21:17:38.894203,1
2026-03-06 21:17:38.894411,1
2026-03-06 21:17:38.894423,0
2026-03-06 21:17:38.894834,1
2026-03-06 21:17:38.895068,1
2026-03-06 21:17:39.002855,1
2026-03-06 21:17:39.003083,1
2026-03-06 21:17:39.003258,0
2026-03-06 21:17:39.003325,1
2026-03-06 21:17:39.003504,1
2026-03-06 21:17:39.00396,1
2026-03-06 21:17:39.004275,1
2026-03-06 21:17:39.112016,1
2026-03-06 21:17:39.112413,1
2026-03-06 21:17:39.112724,0
2026-03-06 21:17:39.112825,1
2026-03-06 21:17:39.113058,1
2026-03-06 21:17:39.113535,1
2026-03-06 21:17:39.114068,1
2026-03-06 21:17:39.114439,1
2026-03-06 21:17:39.221255,1
2026-03-06 21:17:39.221442,0
2026-03-06 21:17:39.221639,1
2026-03-06 21:17:39.221964,1
2026-03-06 21:17:39.222377,1
2026-03-06 21:17:39.22274,1
2026-03-06 21:17:39.223053,1
2026-03-06 21:17:39.22337,1
2026-03-06 21:17:39.223677,1
2026-03-06 21:17:39.223983,1
2026-03-06 21:17:39.329733,1
2026-03-06 21:17:39.329924,1
2026-03-06 21:17:39.330089,1
2026-03-06 21:17:39.330191,0
2026-03-06 21:17:39.330286,1
2026-03-06 21:17:39.43865,1
2026-03-06 21:17:39.438797,1
2026-03-06 21:17:39.438902,1
2026-03-06 21:17:39.439101,1
2026-03-06 21:17:39.439088,0
2026-03-06 21:17:39.548162,1
2026-03-06 21:17:39.548245,1
2026-03-06 21:17:39.548501,1
