time,LC_Cal.CH3.timestamp_ns
2026-03-06 21:14:19.056005,1772831659022907776
2026-03-06 21:14:19.05661,1772831659056500935
2026-03-06 21:14:19.123343,1772831659122734691
2026-03-06 21:14:19.223357,1772831659222580392
2026-03-06 21:14:19.223763,1772831659223623531
2026-03-06 21:14:19.323228,1772831659322649115
2026-03-06 21:14:19.423717,1772831659422611998
2026-03-06 21:14:19.42414,1772831659424112922
2026-03-06 21:14:19.523376,1772831659522850513
2026-03-06 21:14:19.523406,1772831659522850513
2026-03-06 21:14:19.523443,1772831659522850513
2026-03-06 21:14:19.523504,1772831659522850513
2026-03-06 21:14:19.623674,1772831659622635577
2026-03-06 21:14:19.623838,1772831659622635577
2026-03-06 21:14:19.624,1772831659622635577
2026-03-06 21:14:19.624172,1772831659622635577
2026-03-06 21:14:19.625039,1772831659625007869
2026-03-06 21:14:19.725139,1772831659723975961
2026-03-06 21:14:19.725237,1772831659723975961
2026-03-06 21:14:19.725615,1772831659723975961
2026-03-06 21:14:19.725761,1772831659723975961
2026-03-06 21:14:19.725845,1772831659723975961
2026-03-06 21:14:19.725889,1772831659725801568
2026-03-06 21:14:19.826983,1772831659823986590
2026-03-06 21:14:19.827454,1772831659823986590
2026-03-06 21:14:19.830516,1772831659830449594
2026-03-06 21:14:19.92748,1772831659926750621
2026-03-06 21:14:19.927531,1772831659926750621
2026-03-06 21:14:19.927604,1772831659926750621
2026-03-06 21:14:19.92766,1772831659926750621
2026-03-06 21:14:19.927734,1772831659926750621
2026-03-06 21:14:19.92779,1772831659926750621
2026-03-06 21:14:19.927851,1772831659926750621
2026-03-06 21:14:19.927919,1772831659926750621
2026-03-06 21:14:19.927981,1772831659926750621
2026-03-06 21:14:20.027058,1772831660026572418
2026-03-06 21:14:20.027119,1772831660026572418
2026-03-06 21:14:20.02719,1772831660026572418
2026-03-06 21:14:20.027261,1772831660026572418
2026-03-06 21:14:20.027319,1772831660026572418
2026-03-06 21:14:20.027372,1772831660026572418
2026-03-06 21:14:20.027402,1772831660027382764
2026-03-06 21:14:20.127172,1772831660126557682
2026-03-06 21:14:20.127193,1772831660126557682
2026-03-06 21:14:20.127205,1772831660126557682
2026-03-06 21:14:20.127225,1772831660126557682
2026-03-06 21:14:20.127255,1772831660126557682
2026-03-06 21:14:20.127738,1772831660127722456
2026-03-06 21:14:20.227459,1772831660226978664
2026-03-06 21:14:20.227525,1772831660226978664
2026-03-06 21:14:20.227569,1772831660226978664
2026-03-06 21:14:20.227619,1772831660226978664
2026-03-06 21:14:20.227714,1772831660226978664
2026-03-06 21:14:20.22781,1772831660226978664
2026-03-06 21:14:20.227866,1772831660227851761
2026-03-06 21:14:20.327141,1772831660326562185
2026-03-06 21:14:20.327178,1772831660326562185
2026-03-06 21:14:20.327221,1772831660326562185
2026-03-06 21:14:20.327259,1772831660326562185
2026-03-06 21:14:20.327292,1772831660326562185
2026-03-06 21:14:20.327334,1772831660326562185
2026-03-06 21:14:20.328206,1772831660328188900
2026-03-06 21:14:20.427436,1772831660426965093
2026-03-06 21:14:20.427499,1772831660426965093
2026-03-06 21:14:20.42756,1772831660426965093
2026-03-06 21:14:20.427628,1772831660426965093
2026-03-06 21:14:20.427694,1772831660426965093
2026-03-06 21:14:20.427758,1772831660426965093
2026-03-06 21:14:20.428558,1772831660428451471
2026-03-06 21:14:20.52678,1772831660526535417
2026-03-06 21:14:20.5268,1772831660526535417
2026-03-06 21:14:20.526843,1772831660526535417
