time,BOARD.HB_31.board_state
2026-03-06 21:14:18.312334,2
2026-03-06 21:14:18.347514,2
2026-03-06 21:14:19.356371,2
2026-03-06 21:14:20.367615,2
2026-03-06 21:14:21.376433,2
2026-03-06 21:14:22.385476,2
2026-03-06 21:14:23.394922,2
2026-03-06 21:14:24.403748,2
2026-03-06 21:14:25.411037,2
2026-03-06 21:14:26.416038,2
2026-03-06 21:14:27.424912,2
2026-03-06 21:14:28.433989,2
2026-03-06 21:14:29.444536,2
2026-03-06 21:14:30.453078,2
2026-03-06 21:14:31.461755,2
2026-03-06 21:14:32.471072,2
2026-03-06 21:14:33.479925,2
2026-03-06 21:14:34.488656,2
2026-03-06 21:14:35.498958,2
2026-03-06 21:14:36.507892,2
2026-03-06 21:14:37.517099,2
2026-03-06 21:14:38.52891,2
2026-03-06 21:14:39.537367,2
2026-03-06 21:14:40.542098,2
2026-03-06 21:14:41.551379,2
2026-03-06 21:14:42.560288,2
2026-03-06 21:14:43.569227,2
2026-03-06 21:14:44.578474,2
2026-03-06 21:14:45.587037,2
2026-03-06 21:14:46.595979,2
2026-03-06 21:14:47.607306,2
2026-03-06 21:14:48.615067,2
2026-03-06 21:14:49.624149,2
2026-03-06 21:14:50.63313,2
2026-03-06 21:14:51.642469,2
2026-03-06 21:14:52.651494,2
2026-03-06 21:14:53.660306,2
2026-03-06 21:14:54.669774,2
2026-03-06 21:14:55.6746,2
2026-03-06 21:14:56.685978,2
2026-03-06 21:14:57.693261,2
2026-03-06 21:14:58.702604,2
2026-03-06 21:14:59.711422,2
2026-03-06 21:15:00.720384,2
2026-03-06 21:15:01.729473,2
2026-03-06 21:15:02.738593,2
2026-03-06 21:15:03.747763,2
2026-03-06 21:15:04.757525,2
2026-03-06 21:15:05.767819,2
2026-03-06 21:15:06.776536,2
2026-03-06 21:15:07.786735,2
2026-03-06 21:15:08.7962,2
2026-03-06 21:15:09.800575,2
2026-03-06 21:15:10.809891,2
2026-03-06 21:15:11.818609,2
2026-03-06 21:15:12.827722,2
2026-03-06 21:15:13.836785,2
2026-03-06 21:15:14.847139,2
2026-03-06 21:15:15.855571,2
2026-03-06 21:15:16.865425,2
2026-03-06 21:15:17.873995,2
2026-03-06 21:15:18.883944,2
2026-03-06 21:15:19.892595,2
2026-03-06 21:15:20.902416,2
2026-03-06 21:15:21.911341,2
2026-03-06 21:15:22.921212,2
2026-03-06 21:15:23.92847,2
2026-03-06 21:15:24.93411,2
2026-03-06 21:15:25.942733,2
2026-03-06 21:15:26.952029,2
2026-03-06 21:15:27.961024,2
2026-03-06 21:15:28.970306,2
2026-03-06 21:15:29.97945,2
2026-03-06 21:15:30.988128,2
2026-03-06 21:15:31.997119,2
2026-03-06 21:15:33.008824,2
2026-03-06 21:15:34.017395,2
2026-03-06 21:15:35.026267,2
2026-03-06 21:15:36.036374,2
2026-03-06 21:15:37.046398,2
2026-03-06 21:15:38.055314,2
2026-03-06 21:15:39.060316,2
2026-03-06 21:15:40.069596,2
2026-03-06 21:15:41.078024,2
2026-03-06 21:15:42.089123,2
2026-03-06 21:15:43.097693,2
2026-03-06 21:15:44.106554,2
2026-03-06 21:15:45.115749,2
2026-03-06 21:15:46.12451,2
2026-03-06 21:15:47.133704,2
2026-03-06 21:15:48.14239,2
2026-03-06 21:15:49.151442,2
2026-03-06 21:15:50.16051,2
2026-03-06 21:15:51.170517,2
2026-03-06 21:15:52.180521,2
2026-03-06 21:15:53.185434,2
2026-03-06 21:15:54.194748,2
2026-03-06 21:15:55.203703,2
2026-03-06 21:15:56.213133,2
2026-03-06 21:15:57.221599,2
2026-03-06 21:15:58.230945,2
2026-03-06 21:15:59.240035,2
2026-03-06 21:16:00.249521,2
2026-03-06 21:16:01.25852,2
2026-03-06 21:16:02.267524,2
2026-03-06 21:16:03.276525,2
2026-03-06 21:16:04.285584,2
2026-03-06 21:16:05.295156,2
2026-03-06 21:16:06.304093,2
2026-03-06 21:16:07.31257,2
2026-03-06 21:16:08.317982,2
2026-03-06 21:16:09.327774,2
2026-03-06 21:16:10.337014,2
2026-03-06 21:16:11.345947,2
2026-03-06 21:16:12.355725,2
2026-03-06 21:16:13.365054,2
2026-03-06 21:16:14.373882,2
2026-03-06 21:16:15.382866,2
2026-03-06 21:16:16.392005,2
2026-03-06 21:16:17.401035,2
2026-03-06 21:16:18.411437,2
2026-03-06 21:16:19.419907,2
2026-03-06 21:16:20.429259,2
2026-03-06 21:16:21.438443,2
2026-03-06 21:16:22.442846,2
2026-03-06 21:16:23.451936,2
2026-03-06 21:16:24.461143,2
2026-03-06 21:16:25.47019,2
2026-03-06 21:16:26.479464,2
2026-03-06 21:16:27.490012,2
2026-03-06 21:16:28.498225,2
2026-03-06 21:16:29.507144,2
2026-03-06 21:16:30.517254,2
2026-03-06 21:16:31.526294,2
2026-03-06 21:16:32.535075,2
2026-03-06 21:16:33.544678,2
2026-03-06 21:16:34.553253,2
2026-03-06 21:16:35.562525,2
2026-03-06 21:16:36.572278,2
2026-03-06 21:16:37.577382,2
2026-03-06 21:16:38.586455,2
2026-03-06 21:16:39.595703,2
2026-03-06 21:16:40.604726,2
2026-03-06 21:16:41.613848,2
2026-03-06 21:16:42.622481,2
2026-03-06 21:16:43.631178,2
2026-03-06 21:16:44.640427,2
2026-03-06 21:16:45.651534,2
2026-03-06 21:16:46.661372,2
2026-03-06 21:16:47.67073,2
2026-03-06 21:16:48.680977,2
2026-03-06 21:16:49.689793,2
2026-03-06 21:16:50.698837,2
2026-03-06 21:16:51.70382,2
2026-03-06 21:16:52.712446,2
2026-03-06 21:16:53.721676,2
2026-03-06 21:16:54.732132,2
2026-03-06 21:16:55.740999,2
2026-03-06 21:16:56.749734,2
2026-03-06 21:16:57.758673,2
2026-03-06 21:16:58.76772,2
2026-03-06 21:16:59.77767,2
2026-03-06 21:17:00.786778,2
2026-03-06 21:17:01.795898,2
2026-03-06 21:17:02.803068,2
2026-03-06 21:17:03.812913,2
2026-03-06 21:17:04.821868,2
2026-03-06 21:17:05.827208,2
2026-03-06 21:17:06.835911,2
2026-03-06 21:17:07.845009,2
2026-03-06 21:17:08.853967,2
2026-03-06 21:17:09.86348,2
2026-03-06 21:17:10.871938,2
2026-03-06 21:17:11.881306,2
2026-03-06 21:17:12.892332,2
2026-03-06 21:17:13.899933,2
2026-03-06 21:17:14.910173,2
2026-03-06 21:17:15.919008,2
2026-03-06 21:17:16.92827,2
2026-03-06 21:17:17.937374,2
2026-03-06 21:17:18.947696,2
2026-03-06 21:17:19.954993,2
2026-03-06 21:17:20.960684,2
2026-03-06 21:17:21.970573,2
2026-03-06 21:17:22.979975,2
2026-03-06 21:17:23.988184,2
2026-03-06 21:17:24.997597,2
2026-03-06 21:17:26.006143,2
2026-03-06 21:17:27.015255,2
2026-03-06 21:17:28.024007,2
2026-03-06 21:17:29.033096,2
2026-03-06 21:17:30.042279,2
2026-03-06 21:17:31.053195,2
2026-03-06 21:17:32.061439,2
2026-03-06 21:17:33.070199,2
2026-03-06 21:17:34.079709,2
2026-03-06 21:17:35.084216,2
2026-03-06 21:17:36.093672,2
2026-03-06 21:17:37.102357,2
2026-03-06 21:17:38.11187,2
2026-03-06 21:17:39.120846,2
2026-03-06 21:17:40.130246,2
2026-03-06 21:17:41.139925,2
2026-03-06 21:17:42.148814,2
2026-03-06 21:17:43.157766,2
