time,PT_Cal.GSE_High.raw_adc
2026-03-06 21:18:11.932411,570994106
2026-03-06 21:18:11.932463,570831634
2026-03-06 21:18:11.932516,570724443
2026-03-06 21:18:11.93259,570850511
2026-03-06 21:18:12.03589,570871409
2026-03-06 21:18:12.03597,570815454
2026-03-06 21:18:12.035971,570871409
2026-03-06 21:18:12.036025,570565341
2026-03-06 21:18:12.036104,570732533
2026-03-06 21:18:12.036153,570803993
2026-03-06 21:18:12.036217,570831634
2026-03-06 21:18:12.036279,570709612
2026-03-06 21:18:12.136758,570732533
2026-03-06 21:18:12.136816,570732533
2026-03-06 21:18:12.136859,570718377
2026-03-06 21:18:12.136999,570600398
2026-03-06 21:18:12.137121,570905791
2026-03-06 21:18:12.137483,570761521
2026-03-06 21:18:12.137796,570919949
2026-03-06 21:18:12.236431,570706241
2026-03-06 21:18:12.236514,570616578
2026-03-06 21:18:12.236569,570764218
2026-03-06 21:18:12.236708,570870061
2026-03-06 21:18:12.236937,570813431
