time,PT_Cal.Ox_Downstream.pressure_psi
2026-03-06 21:17:15.677976,0.0
2026-03-06 21:17:15.678232,0.0
2026-03-06 21:17:15.679016,0.19862044
2026-03-06 21:17:15.786469,0.0
2026-03-06 21:17:15.786859,0.0
2026-03-06 21:17:15.787023,0.19862178
2026-03-06 21:17:15.787467,0.0
2026-03-06 21:17:15.788139,0.0
2026-03-06 21:17:15.78898,0.0
2026-03-06 21:17:15.895385,0.0
2026-03-06 21:17:15.895701,0.0
2026-03-06 21:17:15.895975,0.0
2026-03-06 21:17:15.896103,0.19805947
2026-03-06 21:17:15.896287,0.0
2026-03-06 21:17:15.896597,0.0
2026-03-06 21:17:15.896923,0.0
2026-03-06 21:17:16.003737,0.0
2026-03-06 21:17:16.003858,0.0
2026-03-06 21:17:16.003948,0.0
2026-03-06 21:17:16.004102,0.0
2026-03-06 21:17:16.004486,0.0
2026-03-06 21:17:16.006695,0.19825904
2026-03-06 21:17:16.112588,0.0
2026-03-06 21:17:16.112612,0.0
2026-03-06 21:17:16.112653,0.0
2026-03-06 21:17:16.112722,0.0
2026-03-06 21:17:16.112796,0.0
2026-03-06 21:17:16.112879,0.0
2026-03-06 21:17:16.113172,0.19807835
2026-03-06 21:17:16.222017,0.0
2026-03-06 21:17:16.222328,0.0
2026-03-06 21:17:16.222561,0.19827119
2026-03-06 21:17:16.222984,0.0
2026-03-06 21:17:16.223796,0.0
2026-03-06 21:17:16.22391,0.0
2026-03-06 21:17:16.224226,0.0
2026-03-06 21:17:16.224392,0.0
2026-03-06 21:17:16.33051,0.0
2026-03-06 21:17:16.330569,0.0
2026-03-06 21:17:16.330637,0.0
2026-03-06 21:17:16.330707,0.0
2026-03-06 21:17:16.33078,0.0
2026-03-06 21:17:16.330855,0.0
2026-03-06 21:17:16.330931,0.0
2026-03-06 21:17:16.331005,0.0
2026-03-06 21:17:16.331081,0.0
2026-03-06 21:17:16.331093,0.19823949
2026-03-06 21:17:16.43942,0.0
2026-03-06 21:17:16.439536,0.0
2026-03-06 21:17:16.439649,0.0
2026-03-06 21:17:16.439756,0.0
2026-03-06 21:17:16.439916,0.0
2026-03-06 21:17:16.440225,0.197959
2026-03-06 21:17:16.548993,0.0
2026-03-06 21:17:16.549267,0.0
2026-03-06 21:17:16.549522,0.0
2026-03-06 21:17:16.549754,0.0
2026-03-06 21:17:16.550963,0.19751132
2026-03-06 21:17:16.65762,0.0
2026-03-06 21:17:16.657719,0.0
2026-03-06 21:17:16.657849,0.0
2026-03-06 21:17:16.657995,0.0
2026-03-06 21:17:16.658215,0.19868112
2026-03-06 21:17:16.766649,0.0
2026-03-06 21:17:16.767135,0.0
2026-03-06 21:17:16.767385,0.0
2026-03-06 21:17:16.767688,0.0
2026-03-06 21:17:16.768505,0.19874112
2026-03-06 21:17:16.875542,0.0
2026-03-06 21:17:16.87563,0.0
2026-03-06 21:17:16.875935,0.0
2026-03-06 21:17:16.876099,0.0
2026-03-06 21:17:16.876293,0.0
2026-03-06 21:17:16.876597,0.0
2026-03-06 21:17:16.877419,0.19823207
2026-03-06 21:17:16.984625,0.0
2026-03-06 21:17:16.984936,0.0
2026-03-06 21:17:16.985323,0.0
2026-03-06 21:17:16.986038,0.19944638
2026-03-06 21:17:17.094365,0.0
2026-03-06 21:17:17.094661,0.0
2026-03-06 21:17:17.09493,0.0
2026-03-06 21:17:17.095117,0.19855571
2026-03-06 21:17:17.095249,0.0
2026-03-06 21:17:17.095545,0.0
2026-03-06 21:17:17.095841,0.0
2026-03-06 21:17:17.202852,0.0
2026-03-06 21:17:17.202926,0.0
2026-03-06 21:17:17.203054,0.0
2026-03-06 21:17:17.203291,0.0
2026-03-06 21:17:17.203663,0.0
2026-03-06 21:17:17.204852,0.198077
2026-03-06 21:17:17.312131,0.0
2026-03-06 21:17:17.312375,0.0
2026-03-06 21:17:17.312614,0.0
2026-03-06 21:17:17.312846,0.0
2026-03-06 21:17:17.313079,0.0
2026-03-06 21:17:17.314478,0.1981006
2026-03-06 21:17:17.421327,0.0
2026-03-06 21:17:17.42157,0.0
2026-03-06 21:17:17.421815,0.0
2026-03-06 21:17:17.422043,0.0
2026-03-06 21:17:17.422298,0.0
2026-03-06 21:17:17.424125,0.19838445
2026-03-06 21:17:17.52967,0.0
2026-03-06 21:17:17.529801,0.0
2026-03-06 21:17:17.529967,0.0
2026-03-06 21:17:17.530317,0.0
2026-03-06 21:17:17.530523,0.0
2026-03-06 21:17:17.530728,0.0
2026-03-06 21:17:17.531125,0.19861302
2026-03-06 21:17:17.640416,0.0
2026-03-06 21:17:17.640719,0.0
2026-03-06 21:17:17.641036,0.0
2026-03-06 21:17:17.641352,0.0
2026-03-06 21:17:17.641498,0.19838715
2026-03-06 21:17:17.748258,0.0
2026-03-06 21:17:17.74851,0.0
2026-03-06 21:17:17.748802,0.0
2026-03-06 21:17:17.74915,0.0
2026-03-06 21:17:17.750355,0.1986292
2026-03-06 21:17:17.856986,0.0
2026-03-06 21:17:17.857248,0.0
2026-03-06 21:17:17.857483,0.0
2026-03-06 21:17:17.85777,0.19863527
2026-03-06 21:17:17.857864,0.0
2026-03-06 21:17:17.858386,0.0
2026-03-06 21:17:17.965743,0.0
2026-03-06 21:17:17.966078,0.0
2026-03-06 21:17:17.966349,0.0
2026-03-06 21:17:17.966647,0.0
2026-03-06 21:17:17.966847,0.0
2026-03-06 21:17:17.967409,0.19817814
2026-03-06 21:17:18.075128,0.0
2026-03-06 21:17:18.075277,0.0
2026-03-06 21:17:18.075451,0.0
2026-03-06 21:17:18.075614,0.0
2026-03-06 21:17:18.076118,0.19886047
2026-03-06 21:17:18.183581,0.0
2026-03-06 21:17:18.183792,0.0
2026-03-06 21:17:18.184018,0.0
2026-03-06 21:17:18.184305,0.0
2026-03-06 21:17:18.185329,0.19874787
2026-03-06 21:17:18.292606,0.0
2026-03-06 21:17:18.2929,0.0
2026-03-06 21:17:18.293395,0.0
2026-03-06 21:17:18.293558,0.1984593
2026-03-06 21:17:18.294328,0.0
2026-03-06 21:17:18.295139,0.0
2026-03-06 21:17:18.296069,0.0
2026-03-06 21:17:18.402052,0.0
2026-03-06 21:17:18.402253,0.0
2026-03-06 21:17:18.402465,0.0
2026-03-06 21:17:18.402671,0.0
2026-03-06 21:17:18.402898,0.0
2026-03-06 21:17:18.402935,0.19737646
2026-03-06 21:17:18.510995,0.0
2026-03-06 21:17:18.511367,0.0
2026-03-06 21:17:18.511607,0.0
2026-03-06 21:17:18.511971,0.0
2026-03-06 21:17:18.512368,0.1983676
2026-03-06 21:17:18.512459,0.0
2026-03-06 21:17:18.512624,0.0
2026-03-06 21:17:18.512804,0.0
2026-03-06 21:17:18.619917,0.0
2026-03-06 21:17:18.620101,0.0
2026-03-06 21:17:18.620332,0.0
2026-03-06 21:17:18.62052,0.0
2026-03-06 21:17:18.620606,0.19807632
2026-03-06 21:17:18.620701,0.0
2026-03-06 21:17:18.620944,0.0
2026-03-06 21:17:18.621193,0.0
2026-03-06 21:17:18.728855,0.0
2026-03-06 21:17:18.729059,0.0
2026-03-06 21:17:18.729274,0.0
2026-03-06 21:17:18.729341,0.19856583
2026-03-06 21:17:18.729532,0.0
2026-03-06 21:17:18.729784,0.0
2026-03-06 21:17:18.837674,0.0
2026-03-06 21:17:18.837901,0.0
2026-03-06 21:17:18.838137,0.0
2026-03-06 21:17:18.838388,0.19783899
2026-03-06 21:17:18.838394,0.0
2026-03-06 21:17:18.838629,0.0
2026-03-06 21:17:18.838861,0.0
2026-03-06 21:17:18.947435,0.0
2026-03-06 21:17:18.947905,0.0
2026-03-06 21:17:18.948394,0.19816937
2026-03-06 21:17:18.948619,0.0
2026-03-06 21:17:18.949085,0.0
2026-03-06 21:17:18.949676,0.0
2026-03-06 21:17:18.950008,0.0
2026-03-06 21:17:19.055741,0.0
2026-03-06 21:17:19.055978,0.0
2026-03-06 21:17:19.056273,0.0
2026-03-06 21:17:19.056584,0.0
2026-03-06 21:17:19.058573,0.19743782
2026-03-06 21:17:19.164425,0.0
2026-03-06 21:17:19.164758,0.0
2026-03-06 21:17:19.164996,0.0
2026-03-06 21:17:19.165123,0.0
2026-03-06 21:17:19.165357,0.0
2026-03-06 21:17:19.165519,0.0
2026-03-06 21:17:19.165625,0.19818285
2026-03-06 21:17:19.273553,0.0
2026-03-06 21:17:19.273778,0.0
2026-03-06 21:17:19.274044,0.0
2026-03-06 21:17:19.274339,0.0
2026-03-06 21:17:19.275468,0.19804396
2026-03-06 21:17:19.382547,0.0
2026-03-06 21:17:19.382647,0.0
2026-03-06 21:17:19.38275,0.0
2026-03-06 21:17:19.382852,0.0
2026-03-06 21:17:19.382966,0.0
2026-03-06 21:17:19.382974,0.1977945
2026-03-06 21:17:19.383075,0.0
2026-03-06 21:17:19.491659,0.0
2026-03-06 21:17:19.491843,0.0
2026-03-06 21:17:19.492019,0.0
2026-03-06 21:17:19.492207,0.0
2026-03-06 21:17:19.492386,0.0
2026-03-06 21:17:19.49284,0.1982314
2026-03-06 21:17:19.601637,0.0
2026-03-06 21:17:19.602574,0.0
2026-03-06 21:17:19.602826,0.0
2026-03-06 21:17:19.603321,0.0
2026-03-06 21:17:19.603878,0.0
2026-03-06 21:17:19.604143,0.19814578
2026-03-06 21:17:19.604554,0.0
2026-03-06 21:17:19.709464,0.0
2026-03-06 21:17:19.709673,0.0
2026-03-06 21:17:19.709869,0.0
2026-03-06 21:17:19.710066,0.0
2026-03-06 21:17:19.710323,0.0
2026-03-06 21:17:19.710333,0.19887328
2026-03-06 21:17:19.819004,0.0
2026-03-06 21:17:19.819102,0.0
2026-03-06 21:17:19.819287,0.0
2026-03-06 21:17:19.819422,0.0
2026-03-06 21:17:19.819465,0.19829276
2026-03-06 21:17:19.819575,0.0
2026-03-06 21:17:19.819739,0.0
2026-03-06 21:17:19.928043,0.0
2026-03-06 21:17:19.928236,0.0
2026-03-06 21:17:19.928405,0.0
2026-03-06 21:17:19.928586,0.0
2026-03-06 21:17:19.928759,0.0
2026-03-06 21:17:19.928968,0.0
2026-03-06 21:17:19.929583,0.1981896
