time,PT_Cal.GSE_Mid.pressure_psi
2026-03-06 21:14:20.407554,487.92294
2026-03-06 21:14:20.407583,487.84732
2026-03-06 21:14:20.40761,488.36646
2026-03-06 21:14:20.407674,487.87595
2026-03-06 21:14:20.407925,488.21725
2026-03-06 21:14:20.408444,0.57324445
2026-03-06 21:14:20.507245,487.7533
2026-03-06 21:14:20.507335,487.83096
2026-03-06 21:14:20.50735,487.86777
2026-03-06 21:14:20.507355,488.03943
2026-03-06 21:14:20.507365,488.27652
2026-03-06 21:14:20.507373,488.38486
2026-03-06 21:14:20.507383,488.15186
2026-03-06 21:14:20.5074,488.205
2026-03-06 21:14:20.50742,488.393
2026-03-06 21:14:20.608225,488.36032
2026-03-06 21:14:20.608269,487.5939
2026-03-06 21:14:20.608287,487.28528
2026-03-06 21:14:20.608305,487.82892
2026-03-06 21:14:20.608344,487.9536
2026-03-06 21:14:20.608377,487.3241
2026-03-06 21:14:20.608429,488.62192
2026-03-06 21:14:20.608506,488.299
2026-03-06 21:14:20.608625,0.5734042
2026-03-06 21:14:20.70827,487.81256
2026-03-06 21:14:20.708297,487.66544
2026-03-06 21:14:20.708309,488.03125
2026-03-06 21:14:20.708313,488.3685
2026-03-06 21:14:20.708323,487.53052
2026-03-06 21:14:20.708352,488.10687
2026-03-06 21:14:20.708414,487.81055
2026-03-06 21:14:20.70849,488.3031
2026-03-06 21:14:20.708636,0.573175
2026-03-06 21:14:20.808735,488.49725
2026-03-06 21:14:20.808754,488.10074
2026-03-06 21:14:20.808777,487.2546
2026-03-06 21:14:20.808808,487.6634
2026-03-06 21:14:20.808832,487.9434
2026-03-06 21:14:20.808855,488.391
2026-03-06 21:14:20.808878,487.77988
2026-03-06 21:14:20.808902,488.3072
2026-03-06 21:14:20.808938,488.07828
2026-03-06 21:14:20.809379,0.5734494
2026-03-06 21:14:20.912703,488.3358
2026-03-06 21:14:20.91277,487.54483
2026-03-06 21:14:20.912781,488.16617
2026-03-06 21:14:20.91279,488.54016
2026-03-06 21:14:20.912805,488.0701
2026-03-06 21:14:20.912849,488.4768
2026-03-06 21:14:20.912919,488.17435
2026-03-06 21:14:20.912988,487.9904
2026-03-06 21:14:20.913203,0.57339615
2026-03-06 21:14:21.012321,487.833
2026-03-06 21:14:21.012346,487.85754
2026-03-06 21:14:21.012372,488.0742
2026-03-06 21:14:21.012417,488.8815
2026-03-06 21:14:21.012647,487.92703
2026-03-06 21:14:21.01267,488.22748
2026-03-06 21:14:21.012693,488.17636
2026-03-06 21:14:21.012715,487.71652
2026-03-06 21:14:21.112968,488.57083
2026-03-06 21:14:21.113008,488.1314
2026-03-06 21:14:21.113041,488.11096
2026-03-06 21:14:21.113125,488.1539
2026-03-06 21:14:21.113208,487.40176
2026-03-06 21:14:21.113275,488.02106
2026-03-06 21:14:21.11341,488.83038
2026-03-06 21:14:21.113527,487.67157
2026-03-06 21:14:21.113528,0.57347363
2026-03-06 21:14:21.21291,487.63272
2026-03-06 21:14:21.212936,487.95972
2026-03-06 21:14:21.212956,488.2806
2026-03-06 21:14:21.212967,487.9066
2026-03-06 21:14:21.212989,488.2663
2026-03-06 21:14:21.213005,487.9536
2026-03-06 21:14:21.213035,487.47943
2026-03-06 21:14:21.213062,487.9577
2026-03-06 21:14:21.213097,488.2336
2026-03-06 21:14:21.213639,0.5732714
2026-03-06 21:14:21.312555,487.8514
2026-03-06 21:14:21.31259,488.48703
2026-03-06 21:14:21.312637,487.98016
2026-03-06 21:14:21.312692,487.76352
2026-03-06 21:14:21.312757,488.45844
2026-03-06 21:14:21.312834,487.7022
2026-03-06 21:14:21.312954,488.3685
2026-03-06 21:14:21.313099,487.35272
2026-03-06 21:14:21.413117,488.45026
2026-03-06 21:14:21.413156,488.04556
2026-03-06 21:14:21.413457,488.1968
2026-03-06 21:14:21.413563,488.4196
2026-03-06 21:14:21.413611,488.39914
2026-03-06 21:14:21.413641,487.77783
2026-03-06 21:14:21.413673,487.9577
2026-03-06 21:14:21.413691,488.0047
2026-03-06 21:14:21.413963,0.5734339
2026-03-06 21:14:21.512714,488.2806
2026-03-06 21:14:21.512775,487.94543
2026-03-06 21:14:21.513003,487.83914
2026-03-06 21:14:21.513049,487.7206
2026-03-06 21:14:21.513094,487.5898
2026-03-06 21:14:21.51314,488.04352
2026-03-06 21:14:21.513216,487.49783
2026-03-06 21:14:21.513277,487.7492
2026-03-06 21:14:21.613953,488.10074
2026-03-06 21:14:21.613998,487.83914
2026-03-06 21:14:21.614038,487.64703
2026-03-06 21:14:21.614102,487.6
2026-03-06 21:14:21.614178,488.90192
2026-03-06 21:14:21.614239,488.49112
2026-03-06 21:14:21.614322,488.27856
2026-03-06 21:14:21.61439,488.09464
2026-03-06 21:14:21.61445,487.9904
2026-03-06 21:14:21.61448,0.5733186
2026-03-06 21:14:21.713778,487.77783
2026-03-06 21:14:21.713851,488.5688
2026-03-06 21:14:21.713919,487.94543
2026-03-06 21:14:21.713987,487.75943
2026-03-06 21:14:21.714072,488.22748
2026-03-06 21:14:21.71413,487.365
2026-03-06 21:14:21.714263,487.88818
2026-03-06 21:14:21.714403,488.02512
2026-03-06 21:14:21.71459,0.573206
2026-03-06 21:14:21.813762,488.113
2026-03-06 21:14:21.813868,487.9025
2026-03-06 21:14:21.813924,487.65726
2026-03-06 21:14:21.814036,487.82687
2026-03-06 21:14:21.814206,488.47476
2026-03-06 21:14:21.814311,487.8596
2026-03-06 21:14:21.814553,488.25607
2026-03-06 21:14:21.814699,0.57322824
2026-03-06 21:14:21.917514,487.84732
2026-03-06 21:14:21.917551,487.7288
2026-03-06 21:14:21.91758,487.98016
2026-03-06 21:14:21.917596,487.8596
2026-03-06 21:14:21.917626,487.925
2026-03-06 21:14:21.917651,487.8514
2026-03-06 21:14:21.917678,487.7104
2026-03-06 21:14:21.917721,488.0272
2026-03-06 21:14:21.917749,488.17026
2026-03-06 21:14:21.918005,0.573235
2026-03-06 21:14:22.017848,487.57346
2026-03-06 21:14:22.017932,487.4038
2026-03-06 21:14:22.018041,488.11096
2026-03-06 21:14:22.018119,487.55505
2026-03-06 21:14:22.018239,488.32147
2026-03-06 21:14:22.018328,487.45084
2026-03-06 21:14:22.018406,488.2806
2026-03-06 21:14:22.019308,0.5731447
2026-03-06 21:14:22.117996,488.65668
2026-03-06 21:14:22.118533,487.57755
2026-03-06 21:14:22.118893,488.1968
2026-03-06 21:14:22.118996,488.18454
2026-03-06 21:14:22.119147,487.71243
2026-03-06 21:14:22.119257,487.36908
2026-03-06 21:14:22.119416,488.0272
2026-03-06 21:14:22.119565,488.07623
2026-03-06 21:14:22.119597,0.5733503
2026-03-06 21:14:22.119652,488.30106
2026-03-06 21:14:22.217849,488.5218
2026-03-06 21:14:22.217913,487.7431
2026-03-06 21:14:22.217975,487.64908
2026-03-06 21:14:22.218047,488.33374
2026-03-06 21:14:22.218216,488.30515
2026-03-06 21:14:22.218311,487.99857
2026-03-06 21:14:22.218485,487.62045
2026-03-06 21:14:22.218624,488.1212
2026-03-06 21:14:22.219894,0.57339543
2026-03-06 21:14:22.31784,487.546875
2026-03-06 21:14:22.31791,488.18863
2026-03-06 21:14:22.31853,488.1396
2026-03-06 21:14:22.318691,487.79828
2026-03-06 21:14:22.318826,487.6552
2026-03-06 21:14:22.318968,487.77374
2026-03-06 21:14:22.319152,487.45697
2026-03-06 21:14:22.319347,487.972
2026-03-06 21:14:22.319484,488.20703
2026-03-06 21:14:22.417935,487.61636
2026-03-06 21:14:22.418005,488.019
2026-03-06 21:14:22.418113,487.9352
2026-03-06 21:14:22.418417,0.5731588
2026-03-06 21:14:22.41848,487.9209
2026-03-06 21:14:22.418586,488.066
2026-03-06 21:14:22.418682,487.94543
2026-03-06 21:14:22.418803,487.46103
2026-03-06 21:14:22.518347,487.8371
2026-03-06 21:14:22.518404,488.45844
2026-03-06 21:14:22.518451,488.1212
2026-03-06 21:14:22.518531,487.4222
2026-03-06 21:14:22.518601,488.0517
2026-03-06 21:14:22.518705,488.31943
2026-03-06 21:14:22.518785,488.05988
2026-03-06 21:14:22.518909,487.29346
2026-03-06 21:14:22.518927,0.57323164
2026-03-06 21:14:22.618773,487.90863
2026-03-06 21:14:22.618818,487.88818
2026-03-06 21:14:22.618848,488.08032
2026-03-06 21:14:22.618899,488.21317
2026-03-06 21:14:22.618949,488.04556
2026-03-06 21:14:22.619019,488.40936
2026-03-06 21:14:22.619107,487.9393
2026-03-06 21:14:22.619143,487.4304
2026-03-06 21:14:22.619227,0.57325524
2026-03-06 21:14:22.718987,487.99857
2026-03-06 21:14:22.719024,488.64645
2026-03-06 21:14:22.719029,487.6266
2026-03-06 21:14:22.71906,487.6838
2026-03-06 21:14:22.719092,488.06192
2026-03-06 21:14:22.719122,488.18045
2026-03-06 21:14:22.719165,487.64703
2026-03-06 21:14:22.719209,487.98834
2026-03-06 21:14:22.719874,0.57328486
2026-03-06 21:14:22.818415,488.0047
2026-03-06 21:14:22.818448,488.20908
2026-03-06 21:14:22.818476,488.10687
2026-03-06 21:14:22.818512,488.01492
2026-03-06 21:14:22.818551,487.55096
2026-03-06 21:14:22.818593,487.79623
2026-03-06 21:14:22.818652,487.94135
2026-03-06 21:14:22.922851,487.58163
2026-03-06 21:14:22.922876,487.92294
2026-03-06 21:14:22.922883,487.6634
2026-03-06 21:14:22.922894,487.91068
2026-03-06 21:14:22.922902,488.39914
2026-03-06 21:14:22.922909,487.7717
2026-03-06 21:14:22.922922,488.76294
2026-03-06 21:14:22.92293,488.16617
2026-03-06 21:14:22.922951,487.37317
2026-03-06 21:14:22.923145,0.57314736
2026-03-06 21:14:23.022229,487.2587
2026-03-06 21:14:23.022261,487.88208
2026-03-06 21:14:23.022283,488.4155
2026-03-06 21:14:23.022303,487.8555
2026-03-06 21:14:23.022325,487.9822
2026-03-06 21:14:23.022337,487.8555
2026-03-06 21:14:23.022346,488.1171
2026-03-06 21:14:23.022363,488.30515
2026-03-06 21:14:23.122754,487.9863
2026-03-06 21:14:23.122772,487.77783
2026-03-06 21:14:23.122779,487.5898
2026-03-06 21:14:23.122834,487.58572
2026-03-06 21:14:23.122872,488.04556
2026-03-06 21:14:23.122883,488.0088
2026-03-06 21:14:23.122896,487.89023
2026-03-06 21:14:23.122907,488.35828
2026-03-06 21:14:23.122928,487.84937
2026-03-06 21:14:23.123335,0.5732809
2026-03-06 21:14:23.222514,488.31738
2026-03-06 21:14:23.222558,487.86777
2026-03-06 21:14:23.222575,488.28674
2026-03-06 21:14:23.222585,488.2663
2026-03-06 21:14:23.222622,487.5898
2026-03-06 21:14:23.222683,488.37463
2026-03-06 21:14:23.222759,487.54892
2026-03-06 21:14:23.322578,487.5755
2026-03-06 21:14:23.322606,488.44003
2026-03-06 21:14:23.322618,487.8984
2026-03-06 21:14:23.322634,487.3384
2026-03-06 21:14:23.322651,487.8044
2026-03-06 21:14:23.322676,487.92703
2026-03-06 21:14:23.322703,487.77783
2026-03-06 21:14:23.322739,488.0088
2026-03-06 21:14:23.322781,488.18454
2026-03-06 21:14:23.322972,0.57314533
2026-03-06 21:14:23.422782,488.12323
2026-03-06 21:14:23.422837,488.2806
2026-03-06 21:14:23.422913,488.00674
2026-03-06 21:14:23.423025,487.89227
2026-03-06 21:14:23.423047,487.73083
2026-03-06 21:14:23.423274,488.0476
2026-03-06 21:14:23.42329,0.573326
2026-03-06 21:14:23.423358,488.08646
2026-03-06 21:14:23.423468,488.23566
2026-03-06 21:14:23.423585,488.1396
2026-03-06 21:14:23.522549,487.78806
2026-03-06 21:14:23.522595,488.74048
2026-03-06 21:14:23.522633,487.87595
2026-03-06 21:14:23.522687,488.07214
2026-03-06 21:14:23.522721,488.0272
2026-03-06 21:14:23.522769,487.77988
2026-03-06 21:14:23.523402,0.57321274
2026-03-06 21:14:23.623594,487.7206
2026-03-06 21:14:23.623646,488.3542
2026-03-06 21:14:23.623783,487.972
2026-03-06 21:14:23.623852,487.9209
2026-03-06 21:14:23.623915,487.9168
2026-03-06 21:14:23.623965,0.5731932
2026-03-06 21:14:23.624002,487.61023
2026-03-06 21:14:23.624103,488.11505
2026-03-06 21:14:23.624218,488.09464
2026-03-06 21:14:23.723885,487.9618
2026-03-06 21:14:23.72392,487.786
2026-03-06 21:14:23.723971,487.9618
2026-03-06 21:14:23.724029,487.7247
2026-03-06 21:14:23.724082,487.92703
2026-03-06 21:14:23.724219,0.57327276
2026-03-06 21:14:23.724371,487.8371
2026-03-06 21:14:23.724705,488.066
2026-03-06 21:14:23.724761,487.74515
2026-03-06 21:14:23.823781,488.16412
2026-03-06 21:14:23.823898,487.86368
2026-03-06 21:14:23.823992,488.0231
2026-03-06 21:14:23.824105,488.01083
2026-03-06 21:14:23.82459,0.5733395
2026-03-06 21:14:23.927921,488.5034
2026-03-06 21:14:23.927968,487.9822
2026-03-06 21:14:23.928085,488.01492
2026-03-06 21:14:23.928228,487.93726
2026-03-06 21:14:23.928352,488.44003
2026-03-06 21:14:23.928428,0.5734514
2026-03-06 21:14:23.92848,488.18658
2026-03-06 21:14:23.928617,487.73083
2026-03-06 21:14:24.028292,487.96585
2026-03-06 21:14:24.028393,488.12323
2026-03-06 21:14:24.028487,487.6266
2026-03-06 21:14:24.028582,488.1355
2026-03-06 21:14:24.028658,0.5732741
2026-03-06 21:14:24.028843,488.04965
2026-03-06 21:14:24.029003,488.03738
2026-03-06 21:14:24.029202,488.19067
2026-03-06 21:14:24.02943,488.53812
2026-03-06 21:14:24.128348,487.67358
2026-03-06 21:14:24.128405,488.51566
2026-03-06 21:14:24.128451,487.4079
2026-03-06 21:14:24.128483,488.24994
2026-03-06 21:14:24.128535,488.05374
2026-03-06 21:14:24.128594,488.41345
2026-03-06 21:14:24.128612,488.25607
2026-03-06 21:14:24.128666,487.98834
2026-03-06 21:14:24.128695,0.57345545
2026-03-06 21:14:24.227844,487.26892
2026-03-06 21:14:24.22788,487.91476
2026-03-06 21:14:24.227929,487.84937
2026-03-06 21:14:24.227984,487.60614
2026-03-06 21:14:24.228011,488.23157
2026-03-06 21:14:24.228044,488.14368
2026-03-06 21:14:24.228097,487.7431
2026-03-06 21:14:24.228138,488.22748
2026-03-06 21:14:24.228801,0.5733604
2026-03-06 21:14:24.327622,487.65112
2026-03-06 21:14:24.327694,487.81665
2026-03-06 21:14:24.327749,488.33374
2026-03-06 21:14:24.327842,488.37668
2026-03-06 21:14:24.32791,487.878
2026-03-06 21:14:24.327996,488.23975
2026-03-06 21:14:24.427723,488.08646
2026-03-06 21:14:24.42775,487.92908
2026-03-06 21:14:24.427759,487.94135
2026-03-06 21:14:24.42778,487.7492
2026-03-06 21:14:24.42783,487.78397
2026-03-06 21:14:24.427894,488.14572
2026-03-06 21:14:24.428006,487.75943
2026-03-06 21:14:24.42812,487.98834
2026-03-06 21:14:24.428239,0.5733139
2026-03-06 21:14:24.527792,487.7063
2026-03-06 21:14:24.527874,488.18045
2026-03-06 21:14:24.528018,487.95972
2026-03-06 21:14:24.5283,487.9618
2026-03-06 21:14:24.528377,487.89227
2026-03-06 21:14:24.528533,488.14163
2026-03-06 21:14:24.52857,0.5731885
2026-03-06 21:14:24.528719,487.9352
2026-03-06 21:14:24.528882,487.88208
2026-03-06 21:14:24.529055,488.50543
2026-03-06 21:14:24.628626,488.19476
2026-03-06 21:14:24.628678,488.31332
2026-03-06 21:14:24.628701,487.80237
2026-03-06 21:14:24.628763,487.89227
2026-03-06 21:14:24.628934,487.91272
2026-03-06 21:14:24.629043,488.30515
2026-03-06 21:14:24.62914,488.4196
2026-03-06 21:14:24.629145,0.5733496
2026-03-06 21:14:24.729194,488.53198
2026-03-06 21:14:24.729248,487.92703
2026-03-06 21:14:24.729321,488.05374
2026-03-06 21:14:24.729395,487.81873
2026-03-06 21:14:24.72948,488.2377
2026-03-06 21:14:24.729575,487.88617
2026-03-06 21:14:24.729604,0.5734608
2026-03-06 21:14:24.72969,488.52588
2026-03-06 21:14:24.829216,488.04352
2026-03-06 21:14:24.829283,487.6409
2026-03-06 21:14:24.82935,487.878
2026-03-06 21:14:24.829434,487.645
2026-03-06 21:14:24.829505,488.34192
2026-03-06 21:14:24.82965,488.9939
2026-03-06 21:14:24.829799,488.17435
2026-03-06 21:14:24.829877,0.5732997
2026-03-06 21:14:24.932887,487.833
2026-03-06 21:14:24.932926,487.79214
2026-03-06 21:14:24.932939,487.7247
2026-03-06 21:14:24.932972,488.71594
2026-03-06 21:14:24.933013,488.10892
2026-03-06 21:14:24.933045,488.299
2026-03-06 21:14:24.933082,487.89227
2026-03-06 21:14:24.933118,488.06805
2026-03-06 21:14:24.933171,487.972
2026-03-06 21:14:24.933415,0.57323027
2026-03-06 21:14:25.032756,487.54483
2026-03-06 21:14:25.032791,487.29755
2026-03-06 21:14:25.032804,488.35623
2026-03-06 21:14:25.03283,488.17435
2026-03-06 21:14:25.03286,487.35068
2026-03-06 21:14:25.032884,487.74515
2026-03-06 21:14:25.032938,488.58923
2026-03-06 21:14:25.032973,487.5939
2026-03-06 21:14:25.033002,488.2479
2026-03-06 21:14:25.132552,488.1396
2026-03-06 21:14:25.132599,488.17227
2026-03-06 21:14:25.132662,488.09464
2026-03-06 21:14:25.132732,488.18658
2026-03-06 21:14:25.132869,487.55914
2026-03-06 21:14:25.132893,487.92294
2026-03-06 21:14:25.132968,487.99652
2026-03-06 21:14:25.133015,0.5733314
2026-03-06 21:14:25.232436,488.03943
2026-03-06 21:14:25.232466,488.25403
2026-03-06 21:14:25.232487,488.2806
2026-03-06 21:14:25.232498,488.1314
2026-03-06 21:14:25.232515,487.99652
2026-03-06 21:14:25.232535,487.81464
2026-03-06 21:14:25.232609,487.94952
2026-03-06 21:14:25.232628,487.48965
2026-03-06 21:14:25.233029,0.57332873
2026-03-06 21:14:25.332856,488.113
2026-03-06 21:14:25.332916,487.88412
2026-03-06 21:14:25.332955,487.67157
2026-03-06 21:14:25.333021,488.1968
2026-03-06 21:14:25.333091,488.17435
2026-03-06 21:14:25.3332,487.99448
2026-03-06 21:14:25.333364,488.79565
2026-03-06 21:14:25.333581,0.57332265
2026-03-06 21:14:25.432728,487.98834
2026-03-06 21:14:25.432796,488.0088
2026-03-06 21:14:25.432825,487.9209
2026-03-06 21:14:25.43289,487.7533
2026-03-06 21:14:25.432959,488.41345
2026-03-06 21:14:25.433074,487.92294
2026-03-06 21:14:25.433157,488.2377
2026-03-06 21:14:25.433448,487.95563
2026-03-06 21:14:25.434608,0.5734217
2026-03-06 21:14:25.532624,488.16617
2026-03-06 21:14:25.53267,488.17435
2026-03-06 21:14:25.532718,488.07623
2026-03-06 21:14:25.532807,487.82074
2026-03-06 21:14:25.532891,487.90863
2026-03-06 21:14:25.532947,488.0517
2026-03-06 21:14:25.532993,488.83652
2026-03-06 21:14:25.533061,488.72208
2026-03-06 21:14:25.633724,487.79623
2026-03-06 21:14:25.633829,487.7676
2026-03-06 21:14:25.633913,487.95972
2026-03-06 21:14:25.633991,487.88208
2026-03-06 21:14:25.633992,0.57321817
2026-03-06 21:14:25.634079,487.6552
2026-03-06 21:14:25.63417,488.0742
2026-03-06 21:14:25.634243,488.019
2026-03-06 21:14:25.634317,487.7758
2026-03-06 21:14:25.733955,488.04147
2026-03-06 21:14:25.734004,487.98834
2026-03-06 21:14:25.734076,488.01492
2026-03-06 21:14:25.734155,488.2234
2026-03-06 21:14:25.73426,487.52032
2026-03-06 21:14:25.734299,0.57329905
2026-03-06 21:14:25.734529,488.1682
2026-03-06 21:14:25.734611,488.4768
2026-03-06 21:14:25.734832,488.16412
2026-03-06 21:14:25.833546,488.22134
2026-03-06 21:14:25.833581,487.97607
2026-03-06 21:14:25.833593,487.38953
2026-03-06 21:14:25.833608,488.1171
2026-03-06 21:14:25.833633,488.27856
2026-03-06 21:14:25.83365,487.66544
2026-03-06 21:14:25.833679,487.42834
2026-03-06 21:14:25.834173,487.74106
2026-03-06 21:14:25.834357,0.5731999
2026-03-06 21:14:25.937915,488.0517
2026-03-06 21:14:25.937962,487.92703
2026-03-06 21:14:25.937983,488.22952
2026-03-06 21:14:25.937988,486.93375
2026-03-06 21:14:25.937995,488.4993
2026-03-06 21:14:25.93813,488.22134
2026-03-06 21:14:25.938208,487.75534
2026-03-06 21:14:25.938223,487.74515
2026-03-06 21:14:25.938575,0.5733024
2026-03-06 21:14:26.038197,488.03125
2026-03-06 21:14:26.03823,488.21112
2026-03-06 21:14:26.038245,488.57288
2026-03-06 21:14:26.038261,488.54425
2026-03-06 21:14:26.038309,488.44208
2026-03-06 21:14:26.038473,488.18863
2026-03-06 21:14:26.038511,487.72675
2026-03-06 21:14:26.038587,0.57329565
2026-03-06 21:14:26.038697,487.08295
2026-03-06 21:14:26.137785,488.30106
2026-03-06 21:14:26.137837,488.10483
2026-03-06 21:14:26.137975,487.7247
2026-03-06 21:14:26.138203,487.91885
2026-03-06 21:14:26.138397,487.7288
2026-03-06 21:14:26.138551,488.5463
2026-03-06 21:14:26.138806,0.5731959
2026-03-06 21:14:26.138842,488.20294
2026-03-06 21:14:26.139082,487.553
2026-03-06 21:14:26.238018,487.84323
2026-03-06 21:14:26.23807,487.6
2026-03-06 21:14:26.238113,487.81873
2026-03-06 21:14:26.238182,488.3869
2026-03-06 21:14:26.23825,488.25403
2026-03-06 21:14:26.238321,488.17636
2026-03-06 21:14:26.238512,487.55505
2026-03-06 21:14:26.238608,488.2479
2026-03-06 21:14:26.238863,0.57336915
2026-03-06 21:14:26.337665,488.27652
2026-03-06 21:14:26.337713,488.3031
2026-03-06 21:14:26.337722,487.70016
2026-03-06 21:14:26.337769,487.9536
2026-03-06 21:14:26.337852,487.58777
2026-03-06 21:14:26.33794,487.61636
2026-03-06 21:14:26.33802,487.9025
2026-03-06 21:14:26.338075,488.05988
2026-03-06 21:14:26.438297,487.50397
2026-03-06 21:14:26.438379,487.58368
2026-03-06 21:14:26.438424,487.49374
2026-03-06 21:14:26.438511,488.8815
2026-03-06 21:14:26.438586,487.7063
2026-03-06 21:14:26.438692,487.9393
2026-03-06 21:14:26.438796,487.5571
2026-03-06 21:14:26.439205,0.5731217
2026-03-06 21:14:26.538166,488.44003
2026-03-06 21:14:26.538247,487.95157
2026-03-06 21:14:26.538317,488.15594
2026-03-06 21:14:26.538386,487.75125
2026-03-06 21:14:26.538542,487.8984
2026-03-06 21:14:26.538696,488.20703
2026-03-06 21:14:26.538808,487.66748
2026-03-06 21:14:26.538929,488.75885
2026-03-06 21:14:26.539357,0.57325184
2026-03-06 21:14:26.639028,487.32205
2026-03-06 21:14:26.639067,487.4304
2026-03-06 21:14:26.639077,487.91068
2026-03-06 21:14:26.639111,487.84937
2026-03-06 21:14:26.639136,489.0593
2026-03-06 21:14:26.639175,487.91476
2026-03-06 21:14:26.639209,487.77988
2026-03-06 21:14:26.639238,488.54016
2026-03-06 21:14:26.639333,0.57306176
2026-03-06 21:14:26.639406,487.76965
2026-03-06 21:14:26.738723,488.3685
2026-03-06 21:14:26.738799,487.9679
2026-03-06 21:14:26.738865,487.26688
2026-03-06 21:14:26.738938,487.57755
2026-03-06 21:14:26.739009,488.04147
2026-03-06 21:14:26.739103,487.88818
2026-03-06 21:14:26.739524,0.57329905
2026-03-06 21:14:26.739773,488.0006
2026-03-06 21:14:26.739856,487.5755
2026-03-06 21:14:26.739925,488.03738
2026-03-06 21:14:26.838879,487.36908
2026-03-06 21:14:26.838954,488.08032
2026-03-06 21:14:26.839029,488.10687
2026-03-06 21:14:26.839092,487.90045
2026-03-06 21:14:26.839172,488.16003
2026-03-06 21:14:26.839269,487.58777
2026-03-06 21:14:26.839378,487.91272
