time,BOARD.HB_12.board_type
2026-03-06 21:14:18.309903,5
2026-03-06 21:14:18.316737,5
2026-03-06 21:14:18.894567,5
2026-03-06 21:14:19.894618,5
2026-03-06 21:14:20.894255,5
2026-03-06 21:14:21.894583,5
2026-03-06 21:14:22.904474,5
2026-03-06 21:14:23.912688,5
2026-03-06 21:14:24.912758,5
2026-03-06 21:14:25.91238,5
2026-03-06 21:14:26.912509,5
2026-03-06 21:14:27.91251,5
2026-03-06 21:14:28.92232,5
2026-03-06 21:14:29.93076,5
2026-03-06 21:14:30.930953,5
2026-03-06 21:14:31.930363,5
2026-03-06 21:14:32.930891,5
2026-03-06 21:14:33.930375,5
2026-03-06 21:14:34.940302,5
2026-03-06 21:14:35.948864,5
2026-03-06 21:14:36.948901,5
2026-03-06 21:14:37.948834,5
2026-03-06 21:14:38.948753,5
2026-03-06 21:14:39.948732,5
2026-03-06 21:14:40.958278,5
2026-03-06 21:14:41.966587,5
2026-03-06 21:14:42.966506,5
2026-03-06 21:14:43.967121,5
2026-03-06 21:14:44.966792,5
2026-03-06 21:14:45.966984,5
2026-03-06 21:14:46.977518,5
2026-03-06 21:14:47.985182,5
2026-03-06 21:14:48.985249,5
2026-03-06 21:14:49.985227,5
2026-03-06 21:14:50.984702,5
2026-03-06 21:14:51.984511,5
2026-03-06 21:14:52.994577,5
2026-03-06 21:14:54.003182,5
2026-03-06 21:14:55.003296,5
2026-03-06 21:14:56.003063,5
2026-03-06 21:14:57.00284,5
2026-03-06 21:14:58.003011,5
2026-03-06 21:14:59.012854,5
2026-03-06 21:15:00.020885,5
2026-03-06 21:15:01.021559,5
2026-03-06 21:15:02.02074,5
2026-03-06 21:15:03.022018,5
2026-03-06 21:15:04.021133,5
2026-03-06 21:15:05.030842,5
2026-03-06 21:15:06.039,5
2026-03-06 21:15:07.039131,5
2026-03-06 21:15:08.038866,5
2026-03-06 21:15:09.039351,5
2026-03-06 21:15:10.039482,5
2026-03-06 21:15:11.048953,5
2026-03-06 21:15:12.057556,5
2026-03-06 21:15:13.057278,5
2026-03-06 21:15:14.057064,5
2026-03-06 21:15:15.056918,5
2026-03-06 21:15:16.057376,5
