# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (lb),Motor mass (lb),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
6.514,2628.674,672.511,2.146,690.61,2.249,462.761,0.103,462.761,0.013,157.069,0.67,35.347,-117.808,0.999,0.747,0,0.009,-0,205.652,19.843,9838.816,11.381,194.635,156.357,6.204,0.606,75464076.538,3361.216,422.3,1.018,1.019,0.581,0.382,0.055,0.359,2.215,0,0,0,0,0,0.012,0.003,6.17,29.899,75.036,0.018,32.108,91.506,832.731,1152.666,0.01,1.471
6.524,2635.403,673.201,2.143,691.331,2.25,464.333,0.104,464.333,0.013,157.287,0.685,35.347,-117.808,0.999,0.684,0,0.009,-0,205.595,19.786,9837.316,11.38,194.76,156.346,6.226,0.607,75521234.539,3361.102,422.923,1.018,1.019,0.581,0.382,0.055,0.328,2.026,-0,0,0,0,0,0.013,0.003,6.17,29.899,75.003,0.018,31.698,91.472,832.537,1152.628,0.01,1.473
6.534,2642.138,673.89,2.139,692.053,2.251,465.907,0.104,465.907,0.013,157.51,0.701,35.347,-117.808,0.999,0.619,0,0.01,-0,205.538,19.728,9835.816,11.378,194.887,156.334,6.248,0.607,75578398.536,3360.989,423.554,1.018,1.019,0.581,0.383,0.055,0.296,1.833,-0,0,0,0,0,0.015,0.003,6.17,29.899,74.968,0.018,31.289,91.437,832.344,1152.59,0.01,1.476
6.544,2648.881,674.577,2.134,692.774,2.252,467.483,0.105,467.483,0.013,157.738,0.717,35.347,-117.808,0.999,0.553,0,0.01,-0,205.481,19.671,9834.316,11.377,195.018,156.323,6.271,0.608,75635566.964,3360.878,424.195,1.018,1.019,0.58,0.383,0.055,0.264,1.636,-0,0,0,0,0,0.016,0.003,6.17,29.899,74.931,0.018,30.879,91.403,832.15,1152.552,0.01,1.478
6.554,2655.63,675.263,2.13,693.495,2.253,469.061,0.105,469.061,0.013,157.972,0.735,35.347,-117.808,0.999,0.477,0,0.011,-0,205.424,19.614,9832.815,11.375,195.167,156.311,6.297,0.608,75689805.254,3360.768,424.8,1.018,1.019,0.58,0.383,0.055,0.227,1.412,0,0,0,0,0,0.017,0.003,6.17,29.899,74.893,0.018,30.368,91.368,831.956,1152.514,0.01,1.48
6.564,2662.386,675.948,2.124,694.216,2.255,470.642,0.106,470.642,0.013,158.211,0.755,35.347,-117.808,0.999,0.391,0,0.011,-0,205.367,19.557,9831.314,11.374,195.339,156.3,6.327,0.609,75740105.855,3360.659,425.36,1.018,1.019,0.58,0.383,0.055,0.185,1.154,0,0,0,0,0,0.018,0.003,6.17,29.899,74.854,0.018,29.721,91.333,831.762,1152.475,0.01,1.483
6.574,2669.149,676.63,2.119,694.937,2.257,472.226,0.107,472.226,0.013,158.458,0.776,35.347,-117.808,0.999,0.304,0,0.011,-0,205.31,19.5,9829.813,11.373,195.514,156.288,6.357,0.609,75790442.81,3360.55,425.94,1.019,1.019,0.58,0.383,0.055,0.144,0.894,-0,0,0,0,0,0.019,0.003,6.17,29.899,74.813,0.018,29.073,91.299,831.568,1152.437,0.01,1.487
6.584,2675.918,677.311,2.114,695.658,2.259,473.811,0.107,473.811,0.013,158.711,0.796,35.347,-117.808,0.999,0.217,0,0.012,-0,205.252,19.443,9828.311,11.371,195.69,156.277,6.388,0.61,75840812.887,3360.44,426.54,1.019,1.019,0.58,0.383,0.055,0.102,0.633,0,0,0,0,0,0.02,0.003,6.17,29.899,74.772,0.018,28.426,91.264,831.373,1152.399,0.01,1.49
6.594,2682.695,677.99,2.108,696.378,2.261,475.4,0.108,475.4,0.013,158.97,0.817,35.347,-117.808,0.999,0.13,0,0.012,-0,205.195,19.386,9826.809,11.37,195.867,156.265,6.418,0.61,75891212.366,3360.329,427.16,1.019,1.019,0.58,0.384,0.055,0.061,0.372,0,0,0,0,0,0.02,0.003,6.17,29.899,74.73,0.018,27.778,91.229,831.179,1152.36,0.01,1.493
6.604,2689.478,678.668,2.104,697.098,2.262,476.991,0.108,476.991,0.013,159.236,0.831,35.347,-117.808,0.999,0.072,0,0.012,-0,205.138,19.329,9825.307,11.368,195.986,156.254,6.44,0.611,75952020.447,3360.218,427.933,1.019,1.019,0.58,0.384,0.055,0.034,0.197,-0,0,0,0,0,0.02,0.003,6.17,29.899,74.688,0.018,27.494,91.194,830.984,1152.322,0.01,1.496
6.614,2696.268,679.345,2.102,697.819,2.263,478.585,0.109,478.585,0.013,159.504,0.837,35.347,-117.808,0.999,0.052,0,0.012,-0,205.081,19.272,9823.804,11.367,196.027,156.242,6.448,0.612,76026858.424,3360.107,428.893,1.019,1.019,0.58,0.384,0.055,0.024,0.137,-0,0,0,0,0,0.021,0.003,6.17,29.899,74.646,0.018,27.701,91.159,830.789,1152.283,0.01,1.498
6.624,2703.065,680.021,2.1,698.539,2.263,480.181,0.11,480.181,0.013,159.775,0.844,35.347,-117.808,0.999,0.032,0,0.012,0,205.024,19.215,9822.301,11.365,196.069,156.231,6.457,0.612,76101668.004,3359.995,429.855,1.019,1.019,0.58,0.384,0.055,0.015,0.077,-0,0,0,0,0,0.021,0.003,6.17,29.899,74.603,0.018,27.907,91.125,830.594,1152.245,0.01,1.501
6.634,2709.869,680.696,2.098,699.258,2.264,481.78,0.11,481.78,0.013,160.047,0.85,35.347,-117.808,0.999,0.013,0,0.012,0,204.967,19.158,9820.797,11.364,196.11,156.219,6.465,0.613,76176448.067,3359.884,430.819,1.02,1.02,0.58,0.384,0.055,0.006,0.018,0,0,0,0,0,0.021,0.003,6.17,29.899,74.561,0.018,28.114,91.09,830.398,1152.206,0.01,1.504
6.644,2716.679,681.371,2.096,699.978,2.264,483.382,0.111,483.382,0.013,160.322,0.856,35.347,-117.808,0.999,0.007,0,-0.012,0,204.91,19.101,9819.294,11.363,196.123,156.208,6.469,0.614,76251198.479,3359.773,431.785,1.02,1.02,0.58,0.385,0.055,0.003,0.041,-0,0,0,0,0,-0.021,0.003,6.17,29.899,74.518,0.018,28.321,91.055,830.203,1152.167,0.01,1.506
6.654,2723.496,682.045,2.093,700.697,2.266,484.987,0.111,484.987,0.013,160.598,0.868,35.347,-117.808,0.999,0.054,0,-0.012,0,204.853,19.044,9817.79,11.361,196.027,156.196,6.456,0.614,76315770.125,3359.664,432.631,1.02,1.02,0.58,0.385,0.055,0.025,0.183,-0,0,0,0,0,-0.02,0.003,6.17,29.899,74.476,0.018,28.175,91.02,830.007,1152.129,0.01,1.508
6.664,2730.32,682.717,2.087,701.417,2.268,486.594,0.112,486.594,0.013,160.881,0.888,35.347,-117.808,0.999,0.137,0,-0.012,0,204.796,18.987,9816.285,11.36,195.857,156.184,6.43,0.615,76366614.197,3359.555,433.326,1.02,1.02,0.58,0.385,0.055,0.064,0.433,-0,0,0,0,0,-0.02,0.003,6.17,29.899,74.433,0.018,27.553,90.985,829.811,1152.09,0.01,1.51
6.674,2737.15,683.388,2.082,702.136,2.271,488.204,0.113,488.204,0.013,161.17,0.908,35.347,-117.808,0.999,0.219,0,-0.012,0,204.739,18.929,9814.781,11.358,195.691,156.173,6.405,0.615,76417467.225,3359.445,434.039,1.02,1.021,0.58,0.385,0.055,0.103,0.681,-0,0,0,0,0,-0.02,0.003,6.17,29.899,74.391,0.018,26.93,90.95,829.615,1152.051,0.01,1.511
6.684,2743.988,684.057,2.076,702.855,2.274,489.817,0.113,489.817,0.013,161.466,0.928,35.347,-117.808,0.999,0.3,0,-0.011,0,204.682,18.872,9813.276,11.357,195.528,156.161,6.38,0.616,76468326.72,3359.336,434.771,1.021,1.021,0.58,0.385,0.055,0.142,0.925,0,0,0,0,0,-0.019,0.003,6.17,29.899,74.35,0.018,26.307,90.915,829.418,1152.013,0.01,1.513
6.694,2750.832,684.724,2.07,703.573,2.277,491.434,0.114,491.434,0.013,161.767,0.947,35.347,-117.808,0.999,0.38,0,-0.011,0,204.625,18.815,9811.77,11.356,195.369,156.15,6.356,0.616,76519189.51,3359.226,435.519,1.021,1.021,0.58,0.386,0.055,0.18,1.163,0,0,0,0,0,-0.018,0.003,6.17,29.899,74.31,0.018,25.684,90.879,829.222,1151.974,0.01,1.515
6.704,2757.682,685.389,2.066,704.291,2.279,493.053,0.114,493.053,0.013,162.075,0.961,35.347,-117.808,0.999,0.432,0,-0.011,0,204.568,18.758,9810.265,11.354,195.267,156.138,6.342,0.617,76579721.868,3359.117,436.372,1.021,1.021,0.58,0.386,0.055,0.205,1.318,0,0,0,0,0,-0.017,0.003,6.17,29.899,74.27,0.018,25.402,90.844,829.025,1151.935,0.01,1.518
6.714,2764.539,686.053,2.064,705.009,2.279,494.675,0.115,494.675,0.013,162.385,0.966,35.347,-117.808,0.999,0.446,0,-0.01,0,204.511,18.701,9808.759,11.353,195.239,156.126,6.339,0.618,76653311.007,3359.007,437.351,1.021,1.022,0.58,0.386,0.055,0.212,1.36,0,0,0,0,0,-0.016,0.003,6.17,29.899,74.232,0.018,25.58,90.809,828.828,1151.896,0.01,1.52
6.724,2771.403,686.717,2.063,705.727,2.28,496.3,0.116,496.3,0.013,162.697,0.971,35.347,-117.808,0.999,0.459,0,-0.01,0,204.454,18.644,9807.252,11.351,195.214,156.115,6.337,0.618,76726867.549,3358.898,438.33,1.021,1.022,0.58,0.386,0.055,0.218,1.399,-0,0,0,0,0,-0.015,0.003,6.17,29.899,74.195,0.018,25.758,90.774,828.631,1151.857,0.01,1.522
6.734,2778.274,687.381,2.061,706.445,2.28,497.929,0.116,497.929,0.013,163.01,0.976,35.347,-117.808,0.999,0.471,0,-0.01,0,204.397,18.587,9805.745,11.35,195.191,156.103,6.335,0.619,76800391.259,3358.788,439.309,1.021,1.022,0.58,0.386,0.055,0.224,1.432,-0,0,0,0,0,-0.014,0.003,6.17,29.899,74.16,0.018,25.936,90.739,828.433,1151.818,0.01,1.525
6.744,2785.151,688.043,2.059,707.162,2.281,499.561,0.117,499.561,0.013,163.324,0.98,35.347,-117.808,0.999,0.481,0,-0.009,0,204.34,18.53,9804.239,11.348,195.172,156.092,6.334,0.62,76873882.286,3358.679,440.287,1.022,1.022,0.58,0.387,0.055,0.229,1.463,-0,0,0,0,0,-0.013,0.003,6.17,29.899,74.125,0.018,26.115,90.703,828.236,1151.779,0.01,1.527
6.754,2792.035,688.706,2.058,707.88,2.281,501.195,0.118,501.195,0.013,163.64,0.984,35.347,-117.808,0.999,0.489,0,-0.009,0,204.282,18.473,9802.731,11.347,195.157,156.08,6.333,0.62,76947621.025,3358.569,441.268,1.022,1.023,0.58,0.387,0.056,0.233,1.486,-0,0,0,0,0,-0.012,0.003,6.17,29.899,74.092,0.018,26.302,90.668,828.038,1151.74,0.01,1.53
6.764,2798.925,689.368,2.057,708.597,2.281,502.833,0.118,502.833,0.013,163.957,0.987,35.347,-117.808,0.999,0.494,0,-0.009,0,204.225,18.416,9801.224,11.346,195.147,156.068,6.334,0.621,77021707.827,3358.46,442.252,1.022,1.023,0.58,0.387,0.056,0.236,1.502,0,0,0,0,0,-0.011,0.003,6.17,29.899,74.061,0.018,26.504,90.633,827.84,1151.701,0.01,1.532
6.774,2805.822,690.029,2.056,709.314,2.281,504.475,0.119,504.475,0.013,164.275,0.99,35.347,-117.808,0.999,0.499,0,-0.008,0,204.168,18.359,9799.715,11.344,195.139,156.057,6.334,0.622,77095764.318,3358.351,443.235,1.022,1.023,0.579,0.387,0.056,0.238,1.515,0,0,0,0,0,-0.01,0.003,6.17,29.899,74.031,0.018,26.705,90.597,827.642,1151.662,0.01,1.534
6.784,2812.726,690.69,2.055,710.031,2.281,506.119,0.119,506.119,0.014,164.594,0.992,35.347,-117.808,0.999,0.501,0,-0.008,0,204.111,18.302,9798.207,11.343,195.135,156.045,6.335,0.622,77169790.692,3358.241,444.218,1.023,1.023,0.579,0.388,0.056,0.239,1.523,-0,0,0,0,0,-0.009,0.003,6.17,29.899,74.002,0.018,26.906,90.562,827.444,1151.623,0.01,1.536
6.794,2819.636,691.351,2.054,710.748,2.281,507.766,0.12,507.766,0.014,164.913,0.994,35.347,-117.808,0.999,0.503,0,-0.007,0,204.054,18.245,9796.698,11.341,195.133,156.033,6.337,0.623,77243787.189,3358.133,445.2,1.023,1.024,0.579,0.388,0.056,0.24,1.526,-0,0,0,0,0,-0.008,0.003,6.17,29.899,73.975,0.018,27.107,90.526,827.245,1151.584,0.01,1.539
6.804,2826.553,692.012,2.052,711.465,2.282,509.417,0.121,509.417,0.014,165.234,0.999,35.347,-117.808,0.999,0.518,0,-0.007,0,203.997,18.188,9795.189,11.34,195.103,156.022,6.334,0.624,77311967.234,3358.025,446.13,1.023,1.024,0.579,0.388,0.056,0.247,1.571,-0,0,0,0,0,-0.007,0.003,6.17,29.899,73.949,0.018,27.108,90.491,827.047,1151.545,0.01,1.541
6.814,2833.476,692.671,2.049,712.182,2.283,511.071,0.121,511.071,0.014,165.556,1.008,35.347,-117.808,0.999,0.552,0,-0.007,0,203.94,18.131,9793.68,11.338,195.036,156.01,6.325,0.624,77372283.424,3357.918,446.989,1.023,1.024,0.579,0.388,0.056,0.264,1.674,-0,0,0,0,0,-0.006,0.003,6.17,29.899,73.925,0.018,26.837,90.455,826.848,1151.505,0.01,1.543
6.824,2840.406,693.33,2.046,712.898,2.285,512.728,0.122,512.728,0.014,165.882,1.017,35.347,-117.808,0.999,0.585,0,-0.006,0,203.883,18.074,9792.17,11.337,194.973,155.998,6.317,0.625,77432561.707,3357.81,447.85,1.023,1.024,0.579,0.388,0.056,0.28,1.772,0,0,0,0,0,-0.005,0.003,6.17,29.899,73.902,0.018,26.566,90.42,826.649,1151.466,0.01,1.546
6.834,2847.343,693.988,2.044,713.614,2.286,514.389,0.123,514.389,0.014,166.21,1.025,35.347,-117.808,0.999,0.615,0,-0.006,0,203.826,18.017,9790.66,11.336,194.914,155.987,6.309,0.625,77492802.079,3357.703,448.712,1.024,1.025,0.579,0.389,0.056,0.295,1.864,-0,0,0,0,0,-0.004,0.003,6.17,29.899,73.881,0.018,26.295,90.384,826.449,1151.427,0.01,1.549
6.844,2854.286,694.645,2.041,714.33,2.287,516.053,0.123,516.053,0.014,166.541,1.033,35.347,-117.808,0.999,0.644,0,-0.005,0,203.769,17.96,9789.15,11.334,194.859,155.975,6.302,0.626,77553004.512,3357.596,449.573,1.024,1.025,0.579,0.389,0.056,0.309,1.949,0,0,0,0,0,-0.004,0.003,6.17,29.899,73.862,0.019,26.024,90.348,826.25,1151.387,0.01,1.551
6.854,2861.235,695.302,2.04,715.046,2.288,517.72,0.124,517.72,0.014,166.875,1.035,35.347,-117.808,0.999,0.651,0,-0.005,0,203.712,17.903,9787.639,11.333,194.845,155.963,6.302,0.627,77620453.023,3357.491,450.492,1.024,1.025,0.579,0.389,0.056,0.312,1.971,0,0,0,0,0,-0.003,0.003,6.17,29.899,73.845,0.019,26.006,90.313,826.05,1151.348,0.01,1.553
6.864,2868.192,695.958,2.041,715.762,2.287,519.39,0.125,519.39,0.014,167.207,1.032,35.347,-117.808,0.999,0.63,0,-0.004,0,203.655,17.846,9786.128,11.331,194.887,155.952,6.31,0.627,77698050.787,3357.385,451.491,1.024,1.025,0.579,0.389,0.056,0.302,1.908,-0,0,0,0,0,-0.002,0.003,6.17,29.899,73.829,0.019,26.331,90.277,825.854,1151.308,0.01,1.555
6.874,2875.155,696.615,2.042,716.478,2.286,521.064,0.125,521.064,0.014,167.539,1.028,35.347,-117.808,0.999,0.608,0,-0.004,0,203.598,17.789,9784.616,11.33,194.932,155.94,6.32,0.628,77776069.778,3357.28,452.492,1.024,1.026,0.579,0.39,0.056,0.291,1.841,0,0,0,0,0,-0.002,0.003,6.17,29.899,73.815,0.019,26.657,90.241,825.662,1151.269,0.01,1.558
6.884,2882.124,697.272,2.043,717.194,2.284,522.741,0.126,522.741,0.014,167.868,1.023,35.347,-117.808,0.999,0.584,0,-0.003,0,203.541,17.732,9783.105,11.329,194.98,155.928,6.329,0.629,77854077.758,3357.175,453.494,1.025,1.026,0.579,0.39,0.056,0.279,1.769,-0,0,0,0,0,-0.001,0.003,6.17,29.899,73.804,0.019,26.982,90.205,825.469,1151.229,0.01,1.56
6.894,2889.1,697.929,2.044,717.91,2.283,524.421,0.127,524.421,0.014,168.197,1.018,35.347,-117.808,0.999,0.558,0,-0.003,0,203.484,17.675,9781.593,11.327,195.031,155.916,6.34,0.63,77932074.644,3357.07,454.497,1.025,1.026,0.579,0.39,0.056,0.267,1.692,0,0,0,0,0,-0.001,0.003,6.17,29.899,73.793,0.019,27.308,90.17,825.277,1151.19,0.01,1.562
6.904,2896.083,698.587,2.044,718.626,2.282,526.105,0.127,526.105,0.014,168.523,1.015,35.347,-117.808,0.999,0.544,0,-0.002,0,203.427,17.618,9780.08,11.326,195.06,155.905,6.346,0.63,78005123.181,3356.967,455.456,1.025,1.026,0.579,0.39,0.056,0.26,1.649,0,0,0,0,0,-0.001,0.003,6.17,29.899,73.785,0.019,27.463,90.134,825.084,1151.15,0.01,1.565
6.914,2903.072,699.244,2.044,719.342,2.282,527.792,0.128,527.792,0.014,168.85,1.016,35.347,-117.808,0.999,0.546,0,-0.002,0,203.37,17.561,9778.567,11.324,195.057,155.893,6.348,0.631,78071463.434,3356.863,456.355,1.025,1.026,0.579,0.391,0.056,0.261,1.655,-0,0,0,0,0,-0,0.003,6.17,29.899,73.778,0.019,27.388,90.098,824.892,1151.111,0.01,1.567
6.924,2910.068,699.902,2.043,720.058,2.282,529.482,0.128,529.482,0.014,169.177,1.017,35.347,-117.808,0.999,0.546,0,-0.001,0,203.313,17.504,9777.054,11.323,195.057,155.881,6.349,0.632,78137767.523,3356.76,457.252,1.026,1.026,0.579,0.391,0.056,0.261,1.656,-0,0,0,0,0,-0,0.003,6.17,29.899,73.773,0.019,27.314,90.062,824.699,1151.071,0.01,1.57
6.934,2917.07,700.559,2.043,720.774,2.282,531.175,0.129,531.175,0.014,169.504,1.017,35.347,-117.808,0.999,0.544,0,-0.001,0,203.256,17.447,9775.541,11.321,195.061,155.869,6.352,0.632,78204035.861,3356.656,458.148,1.026,1.027,0.579,0.391,0.056,0.26,1.652,-0,0,0,0,0,-0,0.003,6.17,29.899,73.769,0.019,27.24,90.026,824.506,1151.031,0.01,1.571
6.944,2924.079,701.216,2.043,721.489,2.282,532.872,0.13,532.872,0.014,169.832,1.016,35.347,-117.808,0.999,0.541,0,-0,0,203.199,17.39,9774.027,11.32,195.068,155.858,6.355,0.633,78270268.705,3356.552,459.042,1.026,1.027,0.579,0.391,0.056,0.259,1.644,0,0,0,0,0,-0,0.003,6.17,29.899,73.767,0.019,27.165,89.99,824.312,1150.992,0.01,1.573
6.954,2931.094,701.873,2.043,722.205,2.281,534.572,0.13,534.572,0.014,170.158,1.014,35.347,-117.808,0.999,0.528,0,0,0,203.142,17.333,9772.513,11.319,195.095,155.846,6.361,0.633,78339780.405,3356.446,459.965,1.026,1.027,0.579,0.391,0.056,0.252,1.605,-0,0,0,0,0,0,0.003,6.17,29.899,73.766,0.019,27.205,89.954,824.119,1150.952,0.01,1.575
6.964,2938.116,702.531,2.045,722.921,2.28,536.275,0.131,536.275,0.014,170.483,1.008,35.347,-117.808,0.999,0.502,0,0,0,203.085,17.276,9770.998,11.317,195.147,155.834,6.372,0.634,78413748.858,3356.341,460.929,1.026,1.027,0.579,0.392,0.056,0.24,1.526,0,0,0,0,0,0,0.003,6.17,29.899,73.767,0.019,27.398,89.918,823.925,1150.912,0.01,1.578
6.974,2945.145,703.189,2.046,723.637,2.278,537.981,0.132,537.981,0.014,170.807,1.001,35.347,-117.808,0.999,0.474,0,0.001,0,203.028,17.219,9769.483,11.316,195.202,155.822,6.383,0.635,78487693.903,3356.235,461.895,1.027,1.027,0.578,0.392,0.056,0.226,1.443,-0,0,0,0,0,0,0.003,6.17,29.899,73.77,0.019,27.592,89.882,823.731,1150.872,0.01,1.58
6.984,2952.18,703.848,2.048,724.353,2.277,539.691,0.133,539.691,0.014,171.128,0.995,35.347,-117.808,0.999,0.446,0,0.001,0,202.971,17.162,9767.968,11.314,195.26,155.811,6.394,0.636,78561615.194,3356.13,462.862,1.027,1.028,0.578,0.392,0.056,0.212,1.357,0,0,0,0,0,0,0.003,6.17,29.899,73.774,0.019,27.786,89.846,823.537,1150.832,0.01,1.582
6.994,2959.222,704.507,2.05,725.068,2.275,541.404,0.133,541.404,0.014,171.447,0.987,35.347,-117.808,0.999,0.416,0,0.002,0,202.914,17.105,9766.453,11.313,195.32,155.799,6.405,0.636,78635512.398,3356.024,463.832,1.027,1.028,0.578,0.392,0.056,0.198,1.267,0,0,0,0,0,0,0.003,6.17,29.899,73.779,0.019,27.979,89.81,823.343,1150.792,0.01,1.584
7.004,2966.27,705.167,2.051,725.784,2.274,543.12,0.134,543.12,0.014,171.763,0.983,35.347,-117.808,0.999,0.397,0,0.002,0,202.857,17.048,9764.937,11.312,195.359,155.787,6.414,0.637,78704792.931,3355.919,464.757,1.027,1.028,0.578,0.393,0.056,0.189,1.209,-0,0,0,0,0,0.001,0.003,6.17,29.899,73.785,0.019,28.016,89.773,823.149,1150.752,0.01,1.587
7.014,2973.325,705.827,2.051,726.5,2.274,544.839,0.135,544.839,0.014,172.079,0.982,35.347,-117.808,0.999,0.393,0,0.002,0,202.8,16.991,9763.421,11.31,195.368,155.775,6.417,0.638,78767830.327,3355.813,465.62,1.028,1.028,0.578,0.393,0.056,0.187,1.196,0,0,0,0,0,0.001,0.003,6.17,29.899,73.793,0.019,27.841,89.737,822.954,1150.712,0.01,1.589
7.024,2980.387,706.487,2.051,727.216,2.273,546.562,0.135,546.562,0.014,172.395,0.98,35.347,-117.808,0.999,0.387,0,0.003,0,202.743,16.934,9761.904,11.309,195.38,155.763,6.421,0.638,78830834.224,3355.708,466.482,1.028,1.028,0.578,0.393,0.056,0.184,1.181,0,0,0,0,0,0.001,0.003,6.17,29.899,73.802,0.019,27.666,89.701,822.759,1150.672,0.01,1.591
7.034,2987.455,707.147,2.052,727.932,2.273,548.287,0.136,548.287,0.014,172.71,0.978,35.347,-117.808,0.999,0.381,0,0.003,0,202.686,16.877,9760.387,11.307,195.393,155.752,6.425,0.639,78893804.913,3355.603,467.344,1.028,1.028,0.578,0.393,0.057,0.181,1.161,0,0,0,0,0,0.001,0.003,6.17,29.899,73.812,0.019,27.49,89.665,822.564,1150.632,0.01,1.594
7.044,2994.53,707.807,2.052,728.648,2.272,550.016,0.137,550.016,0.014,173.024,0.976,35.347,-117.808,0.999,0.373,0,0.003,0,202.629,16.82,9758.87,11.306,195.409,155.74,6.429,0.639,78956742.556,3355.499,468.206,1.028,1.029,0.578,0.393,0.057,0.177,1.138,0,0,0,0,0,0.001,0.003,6.17,29.899,73.823,0.019,27.315,89.628,822.369,1150.592,0.01,1.596
7.054,3001.611,708.467,2.053,729.364,2.272,551.748,0.137,551.748,0.014,173.338,0.974,35.347,-117.808,0.999,0.366,0,0.004,0,202.572,16.763,9757.352,11.304,195.423,155.728,6.434,0.64,79018854.65,3355.397,469.059,1.028,1.029,0.578,0.394,0.057,0.174,1.118,0,0,0,0,0,0.002,0.003,6.17,29.899,73.836,0.02,27.113,89.592,822.174,1150.552,0.01,1.598
7.064,3008.699,709.128,2.053,730.08,2.272,553.483,0.138,553.483,0.014,173.651,0.972,35.347,-117.808,0.999,0.361,0,0.004,0,202.515,16.706,9755.834,11.303,195.434,155.716,6.437,0.641,79079863.306,3355.296,469.901,1.029,1.029,0.578,0.394,0.057,0.172,1.103,-0,0,0,0,0,0.002,0.003,6.17,29.899,73.849,0.02,26.873,89.556,821.978,1150.512,0.01,1.6
7.074,3015.793,709.789,2.054,730.796,2.271,555.221,0.139,555.221,0.014,173.963,0.97,35.347,-117.808,0.999,0.355,0,0.004,0,202.458,16.649,9754.316,11.302,195.447,155.704,6.441,0.641,79140841.557,3355.194,470.743,1.029,1.029,0.578,0.394,0.057,0.169,1.084,-0,0,0,0,0,0.002,0.003,6.17,29.899,73.864,0.02,26.634,89.519,821.783,1150.472,0.01,1.603
7.084,3022.895,710.449,2.054,731.512,2.271,556.962,0.139,556.962,0.014,174.275,0.967,35.347,-117.808,0.999,0.348,0,0.004,0,202.401,16.592,9752.797,11.3,195.462,155.692,6.446,0.642,79201789.523,3355.093,471.585,1.029,1.029,0.578,0.394,0.057,0.165,1.063,0,0,0,0,0,0.003,0.003,6.17,29.899,73.879,0.02,26.395,89.483,821.587,1150.431,0.01,1.605
7.094,3030.002,711.11,2.055,732.228,2.27,558.706,0.14,558.706,0.014,174.586,0.965,35.347,-117.808,0.999,0.34,0,0.005,0,202.344,16.535,9751.278,11.299,195.479,155.681,6.45,0.642,79262707.277,3354.991,472.426,1.029,1.03,0.578,0.395,0.057,0.161,1.038,0,0,0,0,0,0.003,0.003,6.17,29.899,73.896,0.02,26.156,89.446,821.391,1150.391,0.01,1.607
7.104,3037.117,711.772,2.058,732.944,2.268,560.454,0.141,560.454,0.014,174.895,0.955,35.347,-117.808,0.999,0.301,0,0.005,0,202.287,16.478,9749.759,11.297,195.558,155.669,6.465,0.643,79335403.441,3354.89,473.396,1.029,1.03,0.578,0.395,0.057,0.143,0.918,0,0,0,0,0,0.003,0.003,6.17,29.899,73.914,0.02,26.322,89.41,821.194,1150.351,0.01,1.61
7.114,3044.238,712.435,2.063,733.66,2.265,562.204,0.142,562.204,0.014,175.199,0.935,35.347,-117.808,0.999,0.22,0,0.005,0,202.23,16.421,9748.239,11.296,195.721,155.657,6.493,0.644,79424097.213,3354.788,474.555,1.03,1.03,0.578,0.395,0.057,0.104,0.672,-0,0,0,0,0,0.004,0.003,6.17,29.899,73.932,0.02,27.036,89.373,820.998,1150.31,0.01,1.612
7.124,3051.366,713.099,2.068,734.377,2.261,563.957,0.142,563.958,0.014,175.497,0.915,35.347,-117.808,0.999,0.14,0,0.005,0,202.173,16.364,9746.719,11.294,195.885,155.645,6.522,0.645,79512833.651,3354.687,475.736,1.03,1.03,0.578,0.395,0.057,0.066,0.425,-0,0,0,0,0,0.004,0.003,6.17,29.899,73.952,0.02,27.75,89.337,820.801,1150.27,0.01,1.614
7.134,3058.5,713.765,2.073,735.093,2.258,565.714,0.143,565.714,0.014,175.788,0.895,35.347,-117.808,0.999,0.06,0,0.006,0,202.116,16.307,9745.199,11.293,196.05,155.633,6.55,0.645,79601608.204,3354.585,476.938,1.03,1.03,0.578,0.396,0.057,0.028,0.179,0,0,0,0,0,0.004,0.003,6.17,29.899,73.971,0.02,28.464,89.3,820.605,1150.229,0.01,1.617
